Sale Status,warranty_years,width,fuel_efficiency,highway_mpg,maintenance_cost,city_mpg,length,insurance_cost,Car_Model_6,curb_weight,warranty_miles,wheel_base,height,mileage,horsepower,age,fuel_capacity,weight,price,engine_size,depreciation
Not Sold,-94.64924293505298,1.1147206528610971,-296.56836346134503,-72.8081792243644,153.6159467646126,193.56244595950307,12.931474888342386,3.0502169700643464,Truck,79.2591811030625,112.41906325934738,-0.16747491466084033,0.3320673728539243,-127.36174086811147,0.03779006589131966,-1.2914052267242024,40.09477944769462,62.30183021864454,0.15466875665821053,32.176950807380294,-78.4848131702018
Sold,160.983197455808,0.7132111008508635,-46.10448101570226,32.388233005085496,-141.46823967103785,-69.56650195113632,34.28510170163723,-84.83270279149137,Truck,-159.18306305586194,-130.03172868231985,2.176411465980674,2.523981829871723,-158.24087003507935,1.6440164388967256,0.24916719095966505,-14.56745369402059,-24.289273145975287,3.6457608207497074,-79.58872573248834,-38.331131985351206
Not Sold,101.55788596931224,-0.5563212816449489,110.44798011086986,97.44106236892601,-14.62500763065738,167.38713890006164,-73.72429034399143,130.504933482322,SUV,-205.89118444298845,41.50469602586968,0.5530300048737623,-0.38508547565964973,58.01337965178816,0.3048258038144617,0.22113116363909258,-26.598551453361534,116.7541893605641,0.039034249126929904,8.900547251523433,56.46015621721941
Not Sold,15.925319434381926,-0.39771222260727973,138.29423838557463,-91.30452362893116,27.859713182496332,-128.1509733769696,91.89646151034715,-125.79077034739265,Truck,-37.237129747506344,193.245123108946,-0.5146740973440206,-1.8548537729058379,74.9753779815253,-0.1242713169517452,-0.18924610911257064,-24.702327199567087,-182.03445636981579,0.8437191205936168,204.04690450381784,33.07648162247341
Not Sold,21.24900063235093,-0.6798374650293169,82.95502151517204,123.16400845132061,19.390103350710707,28.93378555154723,-52.28435747307996,166.84198886727398,SUV,74.58014728758624,29.37772860917271,-1.8912180640184688,-0.5302318185236662,31.547698929829604,-1.8315490101158265,0.2500714319262322,-3.4536282559669207,117.26529655678084,-2.8550005933603493,74.14427198742601,-16.157332984127823
Sold,-13.419671690030691,1.2534586831230397,78.79965287261844,227.3098443522385,56.9413870385818,-147.6969263261653,-48.0014837296791,-6.357404691146609,Truck,232.50598677365127,-114.20578321349757,0.5107970777356887,0.30755771548580796,26.90325215435248,2.0137118927574735,-0.12804634768546186,112.55625027711613,36.54888344485664,1.1290936545617167,192.8039802349331,53.66884573840254
Sold,106.08297764317216,1.5267492596574759,-48.07177119312275,50.144086997213265,-251.48902999267443,60.897481377597494,17.55854700640154,-122.98196367296528,Truck,-121.87920263885962,11.513857960688725,-0.8917889535698968,-0.6875750460970464,-9.3815636110803,0.26956852432981443,-0.34113504712784315,-137.1301536016893,3.190760854020902,0.39220381097661006,46.75689993157216,9.499956975626468
Not Sold,134.28215392497975,1.0396515678434455,116.57914959945526,-24.61626443181581,6.812310555628039,132.2699325747645,12.457333143647812,-57.603866628520485,SUV,131.30072900573242,154.87548786714638,-2.136175004239207,0.8323050690955938,33.07870942965073,0.7144976878985967,0.5743906895763741,-24.020629288191593,-140.00440344988735,0.742724981733074,99.20506026679608,40.852475072546305
Sold,6.622460381009325,0.8083747785817677,135.510894519921,23.42629720388692,-120.88777035413571,-62.99396486365731,-101.65458603861677,158.504565021881,Sedan,230.64906654591044,53.601344287327954,-0.37743698357941824,0.4299800203512061,38.970584986430985,-0.3540682511741159,-0.1940895023446394,52.71391470079103,176.28247507139193,0.9064924543028391,81.13204973129086,109.1502577831456
Not Sold,92.81809233613953,-1.2149046109205373,46.95593400448525,-219.8076886216945,137.4521844537911,-38.96264126007257,92.79713848953469,-118.13998915532413,Truck,17.549361971935525,-6.1845308746672645,-2.2266825307976736,-0.7389688395986185,92.27211516225043,0.5165304402659224,-0.5235833088312796,262.224125374362,166.5926429881559,-0.46912837836733456,-32.47147862664293,61.90264797210266
Not Sold,48.33440904751329,-0.48221199605352066,112.3119023719538,81.29064912930775,-47.76106252565452,-33.06480687713667,-99.77435326305441,282.87179203239907,Truck,-45.959391438573206,-183.8900148313374,-0.13188867082232364,-0.12701295934562287,-19.45298195419513,-0.11452567353045782,0.5744490873087854,-34.086758353153094,-19.58525559334424,0.9762017280782845,5.39786661136223,25.48894086726555
Sold,-26.582308541630457,0.010417096879069998,-110.25591235184551,-4.831408016141222,-47.803891473263434,77.02113570934375,-75.43355033261894,14.785531992350176,SUV,108.44094524200713,51.404252058210595,0.2748186092826898,1.5504329194090063,33.885609052433125,0.7378429659577502,1.2793028911163913,-71.08456167174205,-150.8696483171246,1.6209849109539598,-70.41228081704935,-25.186093219909093
Not Sold,-70.10980531860824,-1.3458339725366362,180.68201454963412,-40.14445320179547,-117.65986839553256,2.0024080019726105,6.976601137346483,8.333344550308631,SUV,-46.175949298064225,40.00192962452485,-0.7926287473418696,-2.398118675680911,-70.12168538276818,-2.1819172187810367,-0.9290449149707862,18.39170369806403,-157.04168306967534,1.4179359646420124,-5.622377280095081,55.52391493395776
Sold,-36.20911788336451,0.03929898844096191,-4.807902040137982,190.272933196727,-4.35748386294123,153.7896990565895,-174.62303803110757,-10.051491749604025,Sedan,42.549847830255224,-175.65765972714328,0.1052867775112517,0.5274399378043816,27.570114831420906,0.6979083910757644,1.7086021435636596,191.60891375345136,-138.8376430024078,-0.5874478195087165,81.97831530366285,-22.19272440840054
Not Sold,77.52088179430646,0.11539420749687179,-159.9922234803569,78.18832064034503,-18.109120559851984,-38.65490086190194,-29.521532696498515,-189.40227220234232,Sedan,-39.81498326430108,59.38465483617712,0.28279476449299684,0.05658703952243358,94.85264397056608,-0.13354306161931603,-0.8202865302388269,-137.89866217506807,89.98277802090165,-0.07218334495808723,86.36661680087667,43.26432189687531
Sold,59.56193497555674,2.36571785327625,-97.25985737755782,-5.09354132795725,40.08783603772393,104.87802499375121,-15.612553974325246,-89.55618866789736,Sedan,-45.79434269205844,-89.06583406345212,0.8764784135309613,1.190290243103893,80.06137353175825,-0.5037647360096786,0.22573428323019906,-108.94659522861593,-103.93083043502651,2.2552725921854546,72.40370145981072,70.35527491836476
Not Sold,-1.8965588182684758,-0.21418395686273917,155.13990639965968,32.91528662801295,34.62593585872499,2.959219757326738,93.99775353191082,-43.88388331665679,Truck,16.75910289450205,-75.1367283024136,1.2242501645761625,-0.6000924345594776,39.97594367427112,-2.451440303923868,0.34836924233410876,-68.2638329476695,-108.49672475090027,-1.1695335062270316,231.05714128241712,-139.1654987100339
Sold,9.866182309530677,0.3860550386388959,-29.971924529550613,27.90835650928149,-66.04256545458443,71.94529551637974,-168.18304626532802,103.13877824839773,Sedan,-273.50911753440863,-23.27359750624961,2.0913415143897645,0.7944618136886082,32.43037317268582,1.7086666497302414,-0.12752507332327612,-68.3614033444407,-117.10545857913537,-0.8124815750779704,10.39101645263706,133.99697437670926
Sold,-114.60902137253906,2.441058624925579,122.48108723553437,-13.874678622841477,141.7429097171626,-41.04923558349691,38.03277679198321,63.552054769531665,Truck,52.10758594813907,1.7117843704497961,-1.0019816035156563,1.0837087650457948,6.597045077908249,-0.02741674739343425,1.9414217560016043,81.8195157168034,-7.202570849214421,0.8028590701402694,-53.497700100645076,173.16021942411666
Sold,4.562754913382988,1.4773868212422365,106.20985329228006,106.38167901763293,-214.56576138162703,75.41718809856128,-150.5528502887036,-129.7658553766198,SUV,26.643249175027282,45.594896405162494,2.1070707582496606,1.4366588153012696,89.71842649228765,-0.3215765843176662,1.8961493321844207,57.96489942724917,-75.82623857719335,-1.010342171563171,-45.87210388602021,-46.183245822996746
Not Sold,68.69084077165306,-2.2331517832553294,156.5334758256395,11.379447427364932,-121.43672911750139,170.76421232366735,31.046795404060006,-205.95323827527943,SUV,9.930329261450018,-7.402668722799198,0.11077634912534066,-0.9856576853842283,-74.89771721942988,0.1471216637236372,-0.43205459665000745,49.40255820773165,-98.77091616770709,-1.368873572092824,31.053093144436065,133.3184980834519
Not Sold,-32.65387501618089,1.1272142650333903,120.39829479427829,-46.02857181738448,-17.717664332359398,34.33979685264231,-119.35248526574355,-27.009012286063676,Truck,24.81482272649583,-8.867474750978824,0.39390297986057426,0.03266978034362079,120.66502676337313,1.2880643392695172,-1.1726371853916482,-81.02068646465202,158.90815767286472,-0.3942620350513516,-53.47922750167277,-63.011110149842786
Sold,66.12611956088426,0.3492626345889108,92.98507447706842,-165.91209460841543,44.025641541696444,-110.55478461852324,55.505050641591936,53.735517427719955,Sedan,52.88087065356215,-145.57077783525244,-0.6879937236082871,0.6698231147233799,91.73734248994691,0.7978373383453452,0.43939755167878225,-186.0020010681171,-146.06651659347335,-1.0741323609468936,-131.1817121834605,32.91989741991095
Sold,-206.12432025995653,0.5715595405673192,-99.2238807211153,-133.41702540803286,-42.48304440999029,-20.431362115375386,-125.54730785601026,94.28123984258437,SUV,50.88709976172646,135.17108263458584,-0.15851081460763816,1.933475654414799,8.458318191712491,0.6999420859768801,0.32149198857465827,-158.47984037418658,113.49160115111002,1.8351845685257602,113.45131277090094,-116.14957209399563
Not Sold,212.09366118663436,1.0107040113933026,-14.703476359128778,-182.1756446995979,-54.98906050744837,59.49302679719648,-27.332989867589873,-68.85377445110552,SUV,-17.52861550897567,27.328467933806515,-0.8913286114723615,1.057674874941101,139.52331093874037,-1.6361443232237545,0.9769532699624601,80.11713445509957,18.422223855369147,-0.03206791619160206,-127.45831576541293,215.3975230695313
Sold,-140.37705954785585,-0.0480707266137671,73.54752090012843,-24.073571621655706,-0.467012408930939,-77.6640889604377,117.65527298142158,88.67990552865542,Sedan,-52.80022730829326,-59.39393197580819,0.02201573243161825,0.7096289307212794,99.57340778605983,0.8472086271317676,2.1241513515015846,-124.81854836927991,20.28310072676777,0.29459885105003325,-219.95403058286973,64.66305458768547
Sold,175.6927258550401,-1.552555714630384,50.72508123032845,97.09021422743518,-89.37696210853858,99.526562391641,-35.815287507110845,29.777577075860627,Truck,97.32568266504677,-12.187613933787345,1.2471622537190687,1.254003830346082,166.24932263723096,1.629047238617868,-0.30559153926946814,-132.13814288565894,-3.540554386231049,1.1962193465924797,104.72027473708823,102.1704618885472
Sold,138.6261547712389,0.5080119989577143,2.0461323400453124,74.79829759935438,-18.94085259422071,-23.4447683591626,-250.2813591912797,-46.83347161189901,Sedan,140.0645725477892,74.02972199317112,-0.9275545749180834,1.3324074293303263,-42.764696992949084,-1.2759372423418036,0.06340746546751402,33.3319208607291,43.27846238201533,0.44215762497706784,-1.431134746001755,82.95388815997283
Sold,226.01712407616316,1.6566428780081026,180.07166690350374,202.1098873512935,-46.419291728472665,-262.22972188760576,-55.188181689424646,147.36545918491254,SUV,-99.16928595826174,153.0533388335301,1.0226291538924133,1.97526431887586,81.1139004683626,1.3842755188394298,0.2228583379611221,124.88109994109358,-69.26988864286339,0.0033212586094439334,30.120889237577682,-61.55439041245694
Sold,76.47005009571473,2.11062501342757,-149.86386247251323,-13.794334771943811,62.06548649298029,6.459022622779434,37.709845932899086,-38.874295767125425,Sedan,-46.16627607761696,37.73830592523,-0.9319235544856646,-0.35252974492313305,-239.83785799665952,1.2891121000351138,0.8976890486511766,-148.8267964447848,36.32794895639938,0.6830969908793353,80.462308906869,-21.518224328316997
Not Sold,-10.570190477572169,1.0180914871454922,45.79442730760452,2.185170402410223,36.18045475058029,156.90801067083672,223.72394914987632,208.6686096466391,SUV,20.620639058398712,188.39406334800196,-0.29579134214745595,0.8924054843594961,-48.96881883784667,-0.7579599037273891,-0.9072225603103505,-138.88841542260477,-38.6578436834668,-0.095599429908463,36.026114167778225,19.647705485081865
Sold,57.948127571383125,1.1684436179881321,51.651877345600624,58.86557905498936,74.7671336951906,1.6934580135006556,-22.70696625102388,106.83996948594896,Truck,-123.25912432167847,4.4698386660083305,-1.4459513993066302,-0.4983642078448629,36.1086399371017,0.3115465153526721,1.3113335232005356,-41.670973901734,235.66338298495305,1.5012650334928028,94.85504651675052,71.69947448382993
Not Sold,134.0430596473396,-0.12282823572886387,50.54140669617675,194.90306932271088,116.86530311072114,-19.963963541516968,-147.40423118311458,138.2638023207668,Truck,202.48952901273353,-121.00293510227608,1.4486002806315195,-1.1817510607769393,10.022283893467797,1.3831677017515942,-0.7164090210167467,-21.23655523950386,-32.65438076308577,-0.5398650613842106,73.13622746275844,59.534679998584025
Not Sold,-116.13448214025297,-0.39780254335678716,-7.238545761970906,28.72263575312551,-91.27647837056146,-29.494439570936276,-4.401790604696316,193.9230662456985,Truck,56.36352026242444,-2.7261036865481905,0.5290793972450262,0.8045938804502341,-40.682502872783296,1.4540755356103314,-0.6799182524969914,289.7822956743091,117.29937241108937,0.6018541560445682,-72.25554678139461,31.623455389130367
Sold,72.98666842961049,0.9883175121686264,-35.9460635770195,48.17343439030717,-53.40323267193,48.33502420849879,55.419675321274596,47.8545338792753,SUV,-16.15790751870641,87.41729555548183,2.1656623497146246,-0.06330399663879527,35.16004087673052,0.3411180222908965,-0.720359308663941,47.69904098085647,-25.061065752513688,0.11310356510292091,56.26991269818864,27.321430463196037
Sold,59.22916551668648,-0.2912743571727715,320.9492244073243,-158.94569042084242,15.711348403910556,140.8408564618157,-82.6901944114281,-164.34499112781276,SUV,51.5635073034721,111.95322070176132,1.6778567937863753,-0.21364033009792127,6.000536760736812,0.10027363150092772,0.9127973475539416,6.249190002037464,-63.261382861518655,2.2160252266782656,-59.17683224608295,65.42917550457875
Not Sold,48.570079242263866,-1.8105439788015871,-4.550858337991744,-70.597745951825,31.12532521810025,50.89378330000353,6.003799245873669,-184.61561491013939,SUV,44.42720507797229,-148.81205732323534,-1.0539769975752882,-0.7945112750192147,75.08673447243945,1.5529353092490965,0.568213998205599,-31.345195560170097,292.7244545428388,0.06645757551841767,-1.9364174634456384,90.07851365129152
Not Sold,-3.0862498091204897,-0.9663535185253453,39.58895733435033,148.92800840311358,117.49772881990772,-86.27382252363556,-60.59185881323916,6.2290298023360045,SUV,34.589723539202794,115.13182594682205,0.6719419305858723,0.9480110235690533,94.32844016399336,-0.42012278744645765,-0.09383762391867824,-129.9696729943093,4.059777930226838,0.7891926967297295,-233.73203240257916,34.491906071030904
Sold,-68.95764548646424,2.1453562255419367,-144.33985050125804,24.30413410746262,-124.94728738134778,155.75850025662803,-75.17456735738033,6.648696154874734,SUV,107.58170734051176,-30.58510829611869,1.9179577090736204,0.3914427018054811,-18.767496540416225,0.3569516212875077,0.898681292448547,-104.99035494439248,-6.96976725451061,1.3332456084176492,151.45612433196348,-49.55910102806039
Not Sold,38.5572673284578,0.32527566245450157,17.872836972524976,4.622520255378362,17.401943753319173,96.37528395310416,-4.7241612321552005,-104.1740128090478,Sedan,-178.7043400413851,49.777359412882085,1.3605487380225654,-1.3779884472903474,-144.20917186649132,0.33045976450242115,-1.1272549967456944,-1.777614372053727,-169.70646878282918,0.42575535803518294,-85.16067472628642,-113.78464726685739
Sold,159.82290763888642,1.9600401971069905,-73.02547517847158,-149.76567566451163,-43.297512766755304,-26.759984767087047,83.05531422040949,25.412028775790148,Sedan,-124.41847271621285,79.24224780989293,1.4377673375848419,0.3123290429532136,132.2311489321071,2.510556332037021,0.1660062664192557,134.86176155921368,54.20086429651037,0.35027591876189357,49.551529032968524,6.037963857068691
Not Sold,-44.48984505780202,0.4610193050822423,73.22110898811552,-37.590400861404724,8.761465661003829,-34.131455571015266,-22.39468331401609,132.467429018551,SUV,-1.8081157428702521,-32.735052333199285,-1.410615682242865,-0.3853601341886394,81.49285122830267,0.44846712735101535,-0.4057265496089106,80.13716834329396,92.86196000560523,0.4856175558986516,-138.36589737969356,30.601672045533345
Sold,-122.83812626827604,1.300607945120156,-106.84910335437291,-24.789447556938693,-110.93388445702902,12.030800401976709,115.56901309972412,0.33377679153302103,SUV,-139.4523889153169,-165.65740822700332,2.8472523445494935,3.481433774516197,-120.65209311256979,1.7382024013972142,1.1745977593412948,67.79001640213505,-18.43848808687388,-1.1028820933984738,-69.88459588523814,165.70132701136967
Not Sold,-63.68539920996149,1.0353970035421796,-21.30504012399555,-38.99324885889121,-18.844743945767977,90.25977854297412,143.3327926085806,-49.447265427465844,Truck,141.80746399804835,-32.78027741234709,-2.6590035960071194,0.22010576582154392,-101.07196357517878,-1.1181140338148066,-1.5672128292454424,54.63062117425843,107.63033435555678,-0.8550466856578184,-114.1902468898449,50.531457960999084
Not Sold,-132.4765868300859,0.5716295122032274,1.6213609106412408,-81.16439366424315,36.56056661098663,-117.17882921229136,-0.15243516171041077,-105.34465120812841,SUV,-82.91760505336863,19.2208184157284,-0.5527721923946894,-0.07952691891892877,108.48390759493796,-1.1017280296976117,-0.22658598369004895,6.665975605843243,51.45501859419047,-0.9006606131792856,69.27909464475321,-17.929948140025033
Not Sold,-66.74027373046052,-0.9048129581696118,-7.6020537705157585,-122.7947030769699,-5.068478165199853,-39.488397661655625,102.4910042257809,13.02916779839153,SUV,-41.187291923107985,-38.597184497964314,-1.771794602321947,0.049666630323533315,16.494193961188422,1.2573376348619907,0.8876642916517828,49.268246498424666,-61.11484301867368,-0.7566063002932547,17.672579810404184,-189.25844030609497
Sold,-48.23174494529982,0.9970132237938318,129.95452899863568,-128.43977192876704,-49.83180204434907,-38.34281758094213,-103.68199790542434,7.652012473331848,SUV,-30.026791598504577,124.59983520122344,0.1156780631458239,1.960152149956091,88.21573193121462,0.3076892634592706,1.2971155271172239,-48.75325363336529,-189.57242935416127,-0.30335281840461426,-61.91418310855229,168.74340727256237
Not Sold,188.62965694281408,-1.049881714876606,-142.02457792855483,-9.991243622271295,129.18085557250927,17.920926933274465,19.172998148301364,-50.83430594640834,Sedan,45.87030798288943,54.8643744057053,-1.06945592126936,-2.608012957673165,19.986583817631477,-2.2318234061849345,2.2757042186731975,36.07358570400925,80.76923693822438,-0.8826317517060165,-110.47258396415904,44.678963358252524
Sold,95.5465806445924,0.48240366098274945,-156.40997648134663,23.82884034031994,-50.26438305930855,101.481775644949,34.495086548264396,-54.72299635774276,Sedan,-73.35391904743184,-64.73128069562357,-0.36223437844383155,0.8449790725634782,49.46180346051495,0.7345796509525306,0.5888912871330881,10.02206521678213,53.6352060695361,-0.06660100920835321,231.37841387764377,-81.55737449751689
Not Sold,5.834124936219472,0.941770200858062,109.49434896549448,-61.16152548244147,46.81481107692406,274.9269815450612,186.8488962167198,68.39122408445111,SUV,-106.41403835768806,-27.443997448750213,1.4028150716918293,-1.4144504447877333,-85.34291958127984,1.7958580680454603,-0.6018465484348162,-41.71306142642401,150.84335386136078,-0.5036998459744887,-2.3966005731352498,-119.3798704638262
Sold,17.373245426509204,1.1850561187091735,209.4993195919956,262.15861934273164,-57.90021221745704,122.98201224183416,-212.63337422090035,-14.455108916872444,SUV,75.09308738441185,121.12513397811429,-0.050005403561288575,0.7500300680643475,-62.32518250825317,1.2271041157904419,-0.5036823129263064,-108.50256019634095,184.43095911454472,1.6945794385467767,89.96492212790189,142.0462933571539
Sold,-131.65790222964154,-1.3037235480784815,-81.46675113459435,1.012931603374169,136.70539632218842,166.509070389593,-68.16970820206245,167.5703869795327,Sedan,86.08147281906942,129.46054368287557,1.5340400651952135,-0.5256275059257647,-114.77562234437193,-0.8424974201055779,0.9867583056754137,116.29968233207578,116.41052948884769,1.447965942949059,46.56694163301032,250.65413420430542
Not Sold,-135.01845394346586,1.5825729019614305,34.973201036566834,168.4324211652317,-8.916514496690194,-19.231119415364255,-25.78420894142417,-175.7160062387959,Sedan,136.60238985935453,-47.033904588454384,-2.1514033541321185,0.25516197181190553,-14.27785435993626,-0.29672637044683564,1.2352965362959847,3.14414849465413,-61.98341825562237,1.0829155508545307,-206.75612273817663,-127.51942998339136
Sold,-208.97732353990622,-0.33317557123719677,140.23680207881637,-4.39014982184861,182.2907134061771,66.17917183314907,-120.1109803884252,-86.16763655516738,Truck,169.42569242961943,103.70491984021658,2.0830677136023175,1.0445052246171609,106.23218529830515,-0.3295670145725349,0.5103584266738005,-74.70734310203908,86.73902456953678,0.7652362716451753,31.43431184388397,-29.790536715601572
Sold,78.62429630416258,1.049415819617689,88.36253147055325,-113.02746688618363,-117.60808575704111,-12.967080243251466,-149.5490294368949,168.53849837309238,SUV,90.3287809922636,-142.62383117000405,0.12943077857894064,0.7910858015629559,24.32928717604103,2.5028952435156824,-0.7237622120511913,117.72153597218353,84.91009091983408,0.7059955638287284,58.601200904626836,124.38647862576121
Sold,79.08926872533513,1.7637760300219225,-71.24729887041067,-36.59457956309558,-125.95927162680758,32.34734245218206,-23.79103596964531,127.40430286494184,Sedan,-40.96126445983627,-20.85021186514608,0.11863808528230252,2.4460343054351474,4.994107995314391,1.5091180181444324,-0.9668268144044445,-5.145688672771639,-155.58738120297414,-1.2953928790346063,2.5873161649917544,44.673447877470515
