Sale Status,horsepower,wheel_base,warranty_years,maintenance_cost,age,curb_weight,length,width,highway_mpg,fuel_efficiency,depreciation,weight,mileage,insurance_cost,height,Car_Model_42,warranty_miles,price,fuel_capacity,engine_size,city_mpg
Not Sold,0.158969897640646,-0.21434058664556388,-22.683814587708078,21.138075163366942,-1.336833551617955,2.6830912958445183,-73.14576148657869,1.5474508953092811,-66.65196640288144,0.5221229527268374,199.45769950250138,98.31933921032697,86.90667910981705,128.67320562657173,36.97110009482443,Sedan,-28.580159408484924,-1.8093073213768114,8.160797363608479,-105.4793380736725,2.296508337533673
Not Sold,-1.1015621584192532,-0.7548596100057257,-15.828728598932345,301.21269821393014,0.31273862609790215,143.6809579168425,-8.359185330227225,0.4447127796215789,-89.6421106287221,-0.8508841899414193,-74.88703012516208,148.62383228321164,-15.486961450988671,38.3547437966282,116.29470770609788,Truck,48.31721203390056,0.9626735800129855,132.77576244542996,-284.3570952526605,95.95891208787486
Not Sold,0.9574666291486443,-1.001833397752391,-113.01761712943113,-81.93654736674098,-0.43721196217224634,45.16705299876167,3.8176884046310264,-0.4816660660425068,-78.18651677379277,-0.4274207116805716,17.544422650229187,-143.2077602134911,-82.70208088849675,-175.90155247125335,-36.23421819972072,Sedan,35.268811648274415,0.304452868624311,-18.04465693866577,-63.33265128520463,-6.559706981529535
Sold,0.4550289046061796,2.174914356458771,69.20629121228592,86.28065154251631,-0.535290835565273,-88.00163875062766,91.98205729294067,0.4109305000613187,31.21502018369417,-0.07358454657987579,25.877154276377524,-80.26832521599128,-113.05111164969016,7.238595448362062,27.773409815552814,SUV,5.381533308973515,-0.48870116513593576,3.3678509789545257,-62.70655081200505,-78.25066348440845
Not Sold,-0.5394678241366324,-0.4177677676142293,-123.56306997522239,-125.78648497255713,-0.0019445034311720713,57.2867345111268,206.88601655837653,0.46947893314703415,-4.659268986510175,0.8585123756293521,106.88765522586962,54.201343203275876,52.227941712063775,-180.71921681178534,19.892747113765346,Sedan,81.29454297525942,0.4101180331028004,-45.290828616307685,65.01872960364908,64.71188314887681
Not Sold,1.4642933787022576,-0.8202758865473548,-24.488649922974588,-23.704651229764508,0.23835098081495165,-36.955281282002666,2.857017453273723,-0.2948400786677658,98.75384150146267,-0.5153193115617934,-13.3310071733158,-94.17721878378306,-288.4479310806472,-125.45643094430707,-113.01639658666456,SUV,17.51131451039703,0.515442362763379,34.85182784010349,-96.02489965998625,-19.14177516015676
Not Sold,0.5289385911269981,-2.071258647932983,-42.43219116546425,-55.43879448819469,0.4810293552163298,-53.02041445651384,83.5810546639545,0.24419674397638994,33.663065757619634,-0.14889940001920574,-153.9110781394425,-30.135696548813833,66.93522125469947,124.27001746033903,-41.73036452668777,SUV,143.72917666417834,0.6265930649534374,-33.392351233139436,158.58617421697699,143.97710055753325
Not Sold,-0.23255051013209516,0.047092959164338415,-86.077180108284,-143.830032165273,2.0640341969950424,16.340957918660695,-43.355840443081554,0.804617586236058,87.18767964367655,0.5776886077407002,-127.40993946085031,-99.12053178236381,-57.30693016052288,-35.45064016228341,75.24738884908662,Truck,-31.233434546643817,0.19877623820549184,40.790107424731275,53.491533661612664,-112.67638536106872
Not Sold,-1.696613603158284,-0.8110464192100462,114.9103555416935,-91.33507142839119,-1.6209134907763707,-43.860954439155506,86.46863746019378,-0.27322755162724344,-55.414635182050944,0.0008278020138455377,78.91006279092522,106.79985170538428,162.969029548665,44.06290670502073,-84.78430480166661,SUV,38.23572041134059,-0.24979009868157312,-59.938530218011145,-173.6386620863333,94.055494103366
Sold,-1.1337598985831487,2.0641544224718613,37.29641197716067,24.15414987382486,1.230242681587522,-62.82348606243677,-175.85425873086314,0.4888140309657743,14.203176052053959,-0.23094225498009535,20.427289830408572,48.51721860972008,52.11006869245982,240.90790918261607,54.7333758112285,Truck,115.50021300698393,-0.388782203093023,-22.411461502786565,-80.50958261503672,-58.78480978979791
Sold,0.25627747891330327,0.1673631914460042,-139.13145639949562,59.974705832824306,0.8634241624100867,-54.58908432701936,173.7538980374175,2.4034516736487426,103.33479368207534,-0.5701177909128536,-26.713173049498806,78.16190669658148,-16.126709080675646,121.15471140013669,-176.90250764861975,SUV,0.9716010053662136,0.5221902675619902,21.836477778406344,52.809509389963885,-29.979765614897723
Not Sold,-2.4980175543522654,0.2453492914876764,70.29239727219291,-64.09456548420698,2.786912397260084,23.83001779553304,40.504071365369086,0.3852224567371411,41.64951631617106,0.47920990327234975,-64.60429292179786,1.8984659810382911,-82.14109629367003,-180.6306144122625,38.98646770694193,SUV,34.00025962280921,-0.5515547752502641,136.12792857083284,-71.22790836562838,-120.18081008432546
Sold,-1.9166618698864455,-1.2680089507808399,118.08568846598841,42.47962246763613,-0.050773885929684126,18.368756867528866,96.28284039171466,-0.23635490509371182,138.85487305141433,-1.108797452472619,-16.328392253392373,-199.2342358855846,178.81553548210843,59.41514989256952,71.34634136603299,SUV,-107.83305351980093,2.161831121072158,-2.9987989085285847,-23.569171415419863,142.40628892497256
Not Sold,0.6891298507852069,-0.5875491794263638,-59.371567376579726,91.04211581298868,-0.19737604333039432,-40.34441362771905,-180.130927929944,0.15860229897473113,-20.942878455151757,1.7162704863458451,135.6061579355699,-128.66361334409044,60.67401811026289,195.24342261217328,-159.74690242972636,SUV,46.72483709045662,0.09046089604513496,-224.04282332848572,-11.455802498060486,32.31673639531628
Not Sold,1.3463915412293528,0.07924110124486038,61.022701734939,-27.976950435303145,0.9193113562729628,-127.66783073593939,-50.023927883121466,0.6550439228324579,64.5800025505401,-0.12418092150155442,47.19369683928354,-64.65452306559116,38.52177611385649,54.213897424684085,131.82161263375627,Sedan,31.959701884015047,-1.0003636900728463,114.71940236785547,-1.2882305577148487,94.86684549075528
Sold,0.5810320068703617,-1.5916208597700456,77.11961239533926,29.28163288569542,0.6628336829930657,206.87615221355898,145.37541852061844,0.6589111875812964,-61.68744761713325,0.7414364696676289,62.172345995071,-9.3703231692228,0.09954646300821292,33.215831040026075,23.49071152009979,Truck,-79.05081171699824,1.5599787490385526,-27.685352719646357,-35.21659673243247,-194.98734908954893
Not Sold,-0.08506306164578789,-0.031084124095359166,-76.82601872253262,-219.53589326283458,-0.6336453593983388,-232.99754455591025,-29.631522881171556,0.1383043370314747,112.0370905034492,2.0225567959987467,-80.86701721829121,186.564482217264,27.614720044224285,-11.128994814374444,142.7827364663397,Sedan,-100.26500464791523,-2.153998429366281,85.95887807728812,267.1097410048307,-154.78108630770726
Not Sold,0.7795264469928536,0.790863599258902,0.22223433755864047,11.52609204397345,-0.30775510925756044,52.046727470742496,-131.2343175320535,-0.39940948214423755,-65.52728295216129,0.6912416494190399,-13.328862124384472,58.51947285007544,-78.2647966233228,203.70610696168515,47.50854230039403,Truck,-38.419799892171504,-0.3383406434460121,96.27389712606688,-134.52402216132367,-128.73634583322485
Not Sold,-0.532440939745079,-0.03870868382836244,27.455003419718388,-92.79798855089646,-1.941562626033238,-107.04555920907602,-28.792245071812765,-2.305830793100838,-82.86252572372868,0.46835074894813195,16.840126542135277,-46.97622089511152,66.2073897507393,67.66657265352397,64.07598974335656,Sedan,-95.89205745633852,-1.2611347634848318,28.96417940811904,-77.10101058633224,-80.68950223592178
Not Sold,1.9358647295980251,-1.7650606914053262,73.18072409781857,7.456175588630908,-0.687790490043203,-36.323603207911255,12.269061134288497,1.3715004652993066,118.19358511262104,0.8760462377763917,79.86430862192316,-204.44917910869097,-45.012401203142666,39.67113828990645,-148.17958056779383,SUV,-42.30492460772499,0.5090583605917472,48.31994115995062,78.69704309050064,-43.8816674796414
Sold,-1.6229257108257742,-0.39632374666450665,-132.959012678666,110.7238626981513,1.6328144192256484,-50.584772410689425,-4.984330735165994,-1.2201894125676973,148.5634110433703,0.10409779096608568,-143.1278903568308,-42.514506003740145,-270.0663619615678,109.75434444249785,110.98727703514409,Sedan,127.19204983278483,0.7486928044532739,-31.016451837052557,-36.58398634064285,-10.716107332157069
Sold,-0.2683296715696998,1.5688555975788214,30.944713256454513,-92.25786637531847,2.2297697174116777,113.00790133785176,-6.8150397843197235,0.8594306527578706,-0.9660861414613418,2.0335619482869802,62.32578621862801,181.49048593229708,-93.68239057598515,94.88502586956868,56.99149773855058,SUV,57.86125035086801,2.3891403634345547,116.09754847120048,48.59729435431492,53.063755896452406
Not Sold,0.41357485007713685,-1.2132075575981953,-65.59307029761882,-88.656688489669,1.2462455025713626,69.16425643337342,-29.812026710838857,-0.8652171924582723,-180.95612446896132,-1.7412783856820262,94.46763550150888,42.17845382215623,-11.90082460137562,126.60901466792578,-27.778219456993565,Sedan,-80.93194873718538,-0.31509957590876936,21.242101777342565,-43.01926502082748,-29.724173486474513
Not Sold,0.7231170412037263,1.6371516704656837,-50.05021289859736,-7.266127446403472,0.5963920526198272,-50.96745100613116,129.30297902644313,1.0382786964132162,74.53018005197175,-0.7396107611777814,-49.87815756933699,206.1831283282753,-100.90270400154644,-61.173874422894706,22.230929782916824,Sedan,10.585238485355777,-1.4780415153037576,84.10431174546326,-124.58093184834311,149.92032297763996
Sold,-0.31897348641349266,0.5884060711733018,121.24722535299124,79.53744224905216,1.1955692357699397,-205.65985308038984,-12.58317421626171,0.27573114853845515,-111.33805409500566,0.4015455766481382,20.850290889280863,-47.18303878222737,-180.41755103970635,-13.813016532334046,28.531533793575274,Truck,-28.766338500557836,-0.14334836616031454,-52.38885962746607,-34.442985536939624,16.654442374378988
Not Sold,-0.0062805359698525276,-0.3677799710544831,51.621729802100425,60.44089830104451,-0.7814008667007561,-37.9648278836814,-66.27103498645212,1.585996231767989,-22.6675298205041,-0.4415038961579275,156.13813113334285,-97.41112162047342,159.99887985722796,-1.5798662326488768,9.742496092945716,Sedan,-25.515827337370713,-0.759374420862704,58.33607119177289,-102.95777506413933,-37.31980061787573
Sold,-1.053797148153867,0.756189958255531,-10.515480629439828,-85.80222400874416,-1.9915640954395561,87.23433971184895,23.608382957977312,0.761826687231446,-68.85646214915656,0.114800861315005,-174.85117621025114,-87.67062273503595,40.80198313854394,-139.85174317676206,212.52753387921467,Sedan,20.307073129902697,-1.7636057994927192,-71.87960927185138,1.4079151070708777,88.78005095845849
Not Sold,-0.4323639620834196,0.5539166651761909,103.28331299568498,85.19006982819272,0.5099178268657094,-162.15415337160408,-24.273424464760886,0.7159520569754309,143.01049760372743,0.16944607059212158,81.7458932937168,135.46914912404156,-0.6101539833055913,-10.25904946748872,241.416831586245,SUV,-72.3847404916862,-0.9258698550058577,133.6696213448798,-53.76284278286728,80.53314570022553
Not Sold,-1.320049202131589,-0.8857600029641082,67.3133989412814,-60.058873625287326,-1.7657323172103558,42.35889486759558,68.9750740894321,0.7305318497628359,48.09490149392739,-0.08908712586709483,18.942202363260325,116.42125959883947,8.1299667922166,-16.68099039918349,13.586409649746987,Sedan,-235.41605985433384,0.6125829352712421,-139.91439590448437,-145.81696176991446,103.99390917213212
Not Sold,-0.6456115250471529,-0.7994813837863315,-123.56616225464327,87.52595089110622,-0.2645773141699175,2.6173881199530036,117.84128253909365,1.1315519552717908,65.13195129751311,0.012280148762355414,24.419218163583913,13.997427476747545,136.02609493756177,-12.001947965100863,-122.5324453391433,SUV,-143.2514122851185,-0.08187693675793759,-55.94487186994335,21.787282269653605,10.083954682522718
Sold,-0.22574212463179466,-0.011611925107273047,-183.42378896644388,126.93056324117332,-0.6004570124779609,-146.16648241192328,104.28649467305621,-1.2372379185548297,96.40033731685837,1.58246486301382,-21.787419912225843,114.30457434315102,-10.787635308606637,16.85564498834485,-252.86140750020496,SUV,93.87759066529104,0.6166407266759223,76.2371377006314,122.32141716544562,-48.46888589437652
Not Sold,-1.2634419811529976,3.2367671127024518,-20.69749207959976,20.02017027180251,-0.21014041056680963,-20.175701840296558,73.39089899187378,-0.7378807410636388,-116.75725674611664,0.3440966113058308,-43.608016706726104,137.652452953611,7.043828413429674,164.86930708912118,71.14094871967876,Truck,-55.590774398851735,1.0158638405912161,-10.721667372915224,-50.74474779167273,34.669843822977626
Not Sold,1.7714633757644187,0.7807579437619492,-45.870624537322655,-191.87619396201325,0.37356460486614834,116.9061502015914,-31.697255105151683,0.2947537330709682,79.5111583215051,-1.9991955052102393,-88.02279619314162,-127.69007056309283,108.28564024708986,-45.25573144616908,96.37056288299468,Truck,132.0085920493733,1.1374025636507716,-171.13318338011828,58.72476600124929,-139.7347457871519
Sold,0.6433494297043441,0.014943245381304426,12.960267200564491,-49.4298472090322,1.6844603771774145,134.18891785106675,-144.63095330231835,0.1567177359581155,,-0.9069948318548415,85.30242845697323,68.59304443078115,103.02048560246982,-115.90675855501664,-10.780715637484745,Sedan,8.359876647393426,-0.15311363502596953,64.07129524897428,31.05744080485044,49.39037599554722
Not Sold,0.3755436456825894,2.1597145217850042,123.21361728668059,227.20096839507664,-0.7838403147064266,-144.6436744809394,167.5868548805119,-0.9666559034315272,-208.13784710773203,0.3993507442146271,-73.2533583296221,-205.7317471333135,48.19387390097546,16.920799402838693,-127.4308471376282,Truck,174.18159645482743,-0.227098394529821,157.54265974480825,25.671656495726005,51.90265984695739
Sold,2.0431998140761047,1.3880784484748037,-56.594334802206184,-69.52468117672571,0.04979954998644015,9.03318995455784,32.719665521858666,0.13312349752876962,-41.15476913595328,1.6120705176446433,-49.54431550503507,-130.1265209152978,-171.21015951252303,58.01270033525206,168.63645867331672,Sedan,-68.68123335699808,0.8337754246732875,174.37465339611592,74.77590644987522,-34.276521993009226
Sold,0.022555104518942937,-0.2140256375763514,114.25911366070409,-132.17004240425766,0.8381423603027751,5.976487650785604,111.43331939100656,0.700901888880457,35.26894838348152,-0.9049736829611679,83.84361898532264,67.82347529776102,22.560639958252228,-33.39843478539029,-126.53840876093503,SUV,99.09401560025096,1.273725375098322,-89.03129733470799,34.742699421507446,-58.82997763998037
Sold,-0.13096037334006894,-0.5816755747571027,-24.85522701428203,-153.800080609431,0.2684718044134145,-13.737734693607075,-89.7912708446191,-0.18542780202488363,82.55355711172878,0.06700825717162084,63.4569948261091,-18.744353827374237,43.76031622593273,33.22848933018736,13.310069510796238,Truck,140.02433474842158,-0.3281462493300279,121.80150028138146,169.59202489882898,-165.25435224164062
Not Sold,0.8247230706521393,-0.7251312106958487,27.47968292589328,-2.2524260466637687,0.7269915408230196,-122.46633351822133,-13.817545740759002,1.8128755932434553,29.296539420281675,1.1613927378316107,-39.998769405900454,-49.899106221094385,51.352508358321714,76.25288526823282,203.6359835031232,Sedan,-196.12818744509582,-0.45462783388243333,94.30822931452246,68.31798771331967,-111.80927873500524
Not Sold,0.38079805637992115,0.5312287321606749,-15.177262984056442,30.60581459041794,-1.086391989823495,-217.08103014375135,175.19463430500653,-0.04485230588269351,-195.66277695337897,1.8455703199374895,-33.74994529887779,74.65850508683141,114.2502787342045,-70.85104184624305,83.4447710676339,SUV,-120.50746356100035,-0.5386875581513422,-6.90897176963534,151.6335266113077,-74.94296730024826
Sold,0.20645318599544293,-1.0308784520473295,-10.122009333049185,69.30227052456452,0.6399128289799596,-92.12368665375315,121.10747520241027,2.270664484025164,44.17417067868318,2.6477431056841505,42.054431361380075,0.25581689149170794,54.650105679903916,-97.50964989202102,-112.613347688218,SUV,22.727084597275635,1.3691610855593628,160.85216962828954,14.86277250622125,-123.62902575652204
Sold,0.5819594437351796,1.0994092639485675,-101.62413942510673,-92.34029202381889,-0.09326318133761369,-18.642553469443047,-7.986489918375119,0.9034029900493026,42.077442538994006,2.065301628435754,-56.007741450346145,167.05430806010173,45.29644569586537,-57.106030908917546,-127.9768522015774,Truck,-182.68886510175543,1.7308480792365646,143.9909038909047,-7.2490679690198405,-65.92727540386485
Sold,1.6092251517185676,0.204017645524881,130.17267356417065,26.26333725449223,-0.9275635240117683,-130.0293063522346,-80.42263007746799,-0.7949116686848301,-102.40761019232534,0.9565061962990565,10.937640655834011,-77.2162198379177,102.57633954301649,140.59222312141776,-80.69595023128655,SUV,61.967021538167224,-0.8236458500673618,148.01419936736474,-16.222086141199714,-220.2910539799462
Sold,1.242280626146898,0.026917021580490086,62.713994748884815,-78.6374647448524,2.2944916806452365,-37.56405103770445,155.5012479693336,0.8538142008235217,-27.616997710860453,1.8722007747057803,-7.938270250126826,77.28488934938676,87.16281959984885,75.83706537849402,17.016376774900323,Sedan,-22.22988844529496,0.6569160988967755,-2.607262159177269,182.16067236795342,13.82267064568776
Sold,1.482881021784896,0.5720454427028515,-38.338607431852424,35.75001680471846,0.26463279187603217,53.53803699030194,-115.74283162813732,0.8435660583502826,157.0605927213106,0.6739445479898465,-77.12887023722132,-195.12924662442433,-59.347191577235826,35.46421887372707,-85.61227553320454,Sedan,-106.98908194266367,1.414417858633665,155.86823774798913,-90.28064251973193,-10.598900784949555
Sold,0.5488953027457335,1.274959126645418,-177.66236212836154,-131.07215863891506,0.71363634402395,6.292531644581674,-8.82478587077333,1.695976031443745,-35.1051588513947,2.495775007379303,-158.3739371628639,-186.24056959435998,117.20627571009221,29.99787806683732,13.096797599720059,Sedan,-86.22204290805357,1.619687282615821,74.63126681637215,-31.85147442891017,31.644414203743764
Not Sold,-1.2070868955804188,0.30084858571109135,46.92172410576176,4.065806860904741,0.4855336727476908,141.92338279022306,-119.6148375033449,-0.2544984527958606,-57.03434290783784,0.0661679876886955,-91.37971188122481,169.13234496055475,-18.16864033373868,-19.480658301755653,-50.28321389908105,Truck,-101.11188907118776,0.7494383626947213,80.20365977289904,58.337967916987324,104.42708134771514
Not Sold,1.5651632165028722,2.113549200336558,-168.4135224054774,-122.75724659219283,1.1296925275142722,-152.82308926366093,-29.107192679777604,-0.9189001634980132,-15.91726675660399,-0.516035920349064,-88.11715099860731,-184.67715013900704,75.29298151338256,81.60511187716928,-134.6107554668425,SUV,103.20583068569454,1.4141378038387906,59.201857203196525,-65.29499489111629,4.723837353212558
Not Sold,0.8317040851279741,0.1470716321230729,95.61079228055912,127.8103887427183,-0.33627554197894033,-263.21764629558953,-22.2774863671303,0.4738168803867471,-9.054441645023422,-1.6508271042559495,132.5677459450522,-155.16299493695556,106.859732370992,-250.99216391339652,57.37832680650787,SUV,-56.64078415555424,-1.0581078668011408,-123.8212859528586,-62.335661729255875,92.31681692040864
Sold,-0.5161369714203805,0.6138153946267949,22.51836054130023,166.40473170836486,0.7863068852822431,59.36985563200599,-27.014766066419316,-0.997192837136921,95.1838296204809,-1.265970978344996,182.94183259857013,-24.37632798005728,-15.166441217319626,-56.74357920962263,80.72965247677503,Truck,114.05215776149491,-0.13049598159840436,-25.44348474007321,21.91752261328946,140.62806871146688
Not Sold,-0.9922688218592098,0.6436994380560824,23.314302175598094,134.37973613823425,0.4746081298309315,-143.70670343885618,42.122522827432256,0.03560059568184774,105.86093679931965,-0.7480375759059477,-134.7230279798983,110.45337288161625,-49.27016491120384,-128.0465470002132,120.19379192076825,Truck,92.3327300857858,-1.195590403726853,-88.73477003695169,-52.402214839476194,131.819083204407
Not Sold,-0.9051188892419585,-0.4987557699944678,30.83350423547624,83.19394468884929,0.26529806898814695,17.287546245724066,-48.96197397042048,0.10009610332028736,104.14908891570485,0.8351240243303787,55.36121749605418,-99.94020717628487,197.8766840421091,102.8933436982866,44.041392707286256,Sedan,-42.339175053453445,0.30742225959966973,-6.525913333029634,7.8625394328958045,10.99534839250305
Sold,1.8507946829809618,-1.001173942460376,46.2403691701772,-42.67786332642499,0.11176440679988425,-14.432246872721288,-64.80715515912469,-0.1635572013994564,102.290612025372,0.7685744359899536,-25.165673374410463,-209.9671815710174,123.28612362182648,153.29166916013392,84.84097315905937,Truck,-103.52087337659144,1.6519141273694862,-199.2909467236759,-78.02960621158334,31.163465125732536
Not Sold,-1.8595162483437948,0.3481188302412709,-29.903112625771033,17.14153708778248,0.8584774746767613,106.86357136023776,186.24591955324294,0.8756702546024399,79.16629464049478,1.9717182960622337,96.86774277592576,2.8786502280902595,-31.608364321406867,-90.7708370909574,-6.087697412476058,Truck,-140.2438305196961,-0.20561301838277488,18.43891369609649,-16.30704914450444,-150.6396173811768
Not Sold,-0.2688244253461424,0.9250714829638802,-126.7706247398312,163.9458025176125,0.27314344741667207,10.877416490787507,24.217460319399333,0.24856062664565512,-238.21858247468853,-0.4482404323384411,137.24388890289256,214.39241267285803,-131.79351013711832,-10.684379076909217,-11.088620780563542,Sedan,-21.996806452695967,0.04981390543567715,8.532201688869458,-86.65895089682049,-19.232262124768027
Not Sold,-0.9428752634221098,-0.28159666445278136,5.057032172839665,70.08325129523344,0.04854226828903065,-209.34935669007623,-6.7162281312932395,-0.4133766156016979,80.66657214352516,-1.6438865685532773,-56.05774073404053,-41.72510147998717,36.596753218121115,56.23192253251171,-93.29138853568747,SUV,184.21146732245847,1.5975545728309994,118.67454897694705,63.890605493888366,-73.02417406351083
Not Sold,0.21864511962384323,0.2031913113730717,100.92592081301986,54.963235739916826,0.9236554135581538,-145.66145375694956,158.05443631594412,0.45950092350750327,66.18533583450127,0.8203010012330006,-1.6371418459564875,-44.17516552440993,31.173659168158384,-40.27418834502669,29.125809911287497,Sedan,39.582444798723955,-0.3286819564585431,95.9619160296254,-1.313911655497388,-127.98626191220244
Not Sold,1.6907522939909285,-0.7089272288885234,23.58378419778755,-34.90613975038813,-0.3389779853883364,149.33787073096582,-67.84234880486383,0.5404324573142862,-131.06781926782375,0.41763776622492893,-167.45703619020307,116.69907212230189,84.80602704182223,76.84892896751909,-20.380881995091553,SUV,7.93425372616826,-0.49404359787835067,106.49677046101431,-119.20743428097478,-166.74883765069447
Not Sold,0.07846638798576729,-0.20348119745149235,-31.509787291285114,-144.6308900977425,0.5919498732697218,-122.24963008006007,69.22127465550341,-0.14467209383156657,-25.672366168667445,-0.26143293078264634,-23.89796416636079,-30.45987856509445,-61.97349141805528,24.6504664984972,-152.94854699222617,Truck,-155.3831999467727,0.4094679631471553,-67.57919747670088,-77.66837510356737,-10.342345256976888
Not Sold,-0.8664552150495428,1.6528896383956426,22.79864413939491,95.3899080763256,-0.9704250636146642,-112.51124308678415,-63.056111109086785,0.5254473404240999,58.26593230909888,0.5001801549424072,32.712136435878165,-75.03308298169787,5.668688209451975,8.009201077027171,29.07807234994108,SUV,-49.230414141180354,0.24742730897689758,-85.91355436748432,-36.00288018864614,139.52113657283974
Not Sold,1.1460300735349633,-0.2513437533499893,29.120943642586017,0.7095639615283731,0.9812449116865967,-212.3681632570067,-75.38076228324418,1.1597733583694358,-168.76027180180932,-0.20457840989333553,29.717451723226763,68.3827944578179,-20.634959834324842,13.88293575831026,75.08037337949318,SUV,-82.36233996083246,0.5473730996363398,39.79622340469917,-118.53469248120263,-95.38517398363255
