Sale Status,fuel_capacity,length,weight,wheel_base,age,Car_Model_20,engine_size,horsepower,fuel_efficiency,maintenance_cost,curb_weight,width,warranty_miles,mileage,insurance_cost,warranty_years,highway_mpg,depreciation,price,city_mpg,height
Not Sold,-113.79768040311558,92.27503474012269,0.8010927717841345,0.27810818156279177,1.1510400043018416,Sedan,42.25305822438949,47.49816711547844,1.345415057628614,2.0686235706637928,-43.556424095907225,131.6822049568873,-75.47949720358841,-126.53535360686072,1.6090560333487474,-0.06512094428628626,-104.78195943333807,-109.34789216696687,-101.01282546972621,-27.899545605938663,-24.68339569641994
Sold,-95.1969126290836,-88.62470908317304,-0.1743045403660105,0.3546622359729835,0.844261231410712,Sedan,93.36090177146176,-82.10150226748722,0.7509752829778236,142.11095292255436,105.95774808098926,-76.32912322584369,-78.5785911793671,-62.01443596361943,-0.11772934229332899,0.7180776691478354,85.0909972315531,25.84467012843843,-51.17362810971366,-98.6443660849338,-24.128260351690113
Not Sold,114.14535368732166,34.92762028769511,0.2180784866809177,-0.28672201955124693,-1.8328888312589176,SUV,90.43883777211845,153.09130077353885,-1.7936658013674218,-186.95700212623788,-51.27438332753953,-139.1769831460308,-195.65648615525657,26.658492813899965,0.285149348451491,0.9345506948297948,-20.880877678201625,96.48954969798083,45.232130957630986,43.71130939245535,88.62441569943347
Sold,154.84889406368399,-74.50332219188617,0.4122351563967791,-0.5848472995721881,1.906318534022679,Sedan,-93.12498917678475,-93.94812200343742,0.763386013429284,72.7232438005714,-128.53326088880058,-84.85869515616247,-34.96010816894755,207.97119514882283,0.3579273874848623,0.13338246388984526,78.55317614286824,82.75527910756819,57.8429019933744,55.05663203756818,-26.008717999251495
Not Sold,22.78166862845758,153.5125344650428,-0.1658409834184857,1.9749041377573098,0.1318894688281628,SUV,90.22380706441164,18.192956034416667,0.33232980600211653,-103.5547214035096,-137.09202630163298,130.66958076857105,118.27127327941649,-32.817777098722495,-0.1272193289925926,1.0488390805724137,89.68356439400405,56.649364571234116,64.22956350327968,-58.690459527428416,
Not Sold,3.0145213868676812,40.6649128381339,1.2220179225885295,-1.3101551499576285,0.2398118163016329,Sedan,50.390859071844,12.974717550710366,-1.4180517260949264,41.259260892829914,-96.28320363092088,-129.92435429108315,23.57415350055274,111.25480353368178,0.7562009585719122,-1.2578135264233221,86.89537036351499,66.15086476296939,3.99956374438501,29.94789120520788,-26.955008729581824
Not Sold,61.18262060370695,84.0856069332931,-1.448468869487797,-0.22043103241078005,-0.9360042044959431,SUV,53.40668945354745,-109.66934773113823,-0.7732704205829718,-120.66519984589445,77.42297000949588,70.55102166363422,-112.66821941345148,12.770333136188308,0.030351223750657966,1.414102024043735,91.28670375094474,53.97689143234729,75.62473222081962,-35.45818667008597,0.0176905942018117
Sold,143.40418687698536,-63.92988454165703,-0.031581483786885856,-2.7678663348262362,0.033550549073795344,Truck,131.81920113238414,-11.19268579423357,0.6725531237861223,43.04647449851481,22.18918961427697,-128.78329969485014,-117.59716478578713,-55.7299944470957,0.16996318033381375,0.507184804855097,-156.17359886821217,-117.03760364984332,185.54951045485012,253.2928999711109,-74.17799899902336
Sold,41.34641729456471,-83.13912349758313,-0.568180541734528,1.3992288851898063,-0.13842935992015182,Truck,111.27512901068411,-86.3421112741296,1.2721753369551578,11.793751657837918,-43.42447915623021,-95.36579879224911,-38.44686571558269,-89.58717992630578,-0.47816942457023737,-0.50892750674427,4.0401143715410415,2.776725196747236,-207.21690403263042,-34.66931353863893,-41.494302608637504
Not Sold,84.22323504375294,4.523393331635691,0.8940977287874731,1.29958849896541,0.3647783548168346,Truck,-36.53979965339536,96.36480425682801,0.1557525734516406,-59.19668741767244,178.51617573123028,43.063664896931925,142.32301821797572,-67.53122217964582,-1.670701614994969,1.9657375727742203,-34.621988726328,109.23383954122853,-75.22674595053796,131.7338164192223,-11.82456655349904
Sold,-17.642696871817108,53.229902126433714,0.7972569137941063,-0.5907750821129898,0.540480297052235,Sedan,52.017289288165756,99.81034715507782,0.33471327772824805,-11.870980780164993,-29.815136491913023,-164.36121505483501,-111.63023131658383,204.36512891691817,-1.1215598894244854,0.8784411923582753,-7.831203154116715,-256.1282413385443,-86.5490232191565,-84.88266811902952,131.36245032196786
Sold,48.9339710267657,194.8237664784497,1.4886781536351512,0.15179115511563218,-1.297626766161342,Truck,-7.731700652735728,37.216037304134964,1.3858650855607553,-78.35569726908498,-23.809752345483837,214.16428877333774,65.13290292152338,162.07657984332374,0.6742726474166353,1.175418160956601,-66.49355741890702,53.533627569135454,20.18920770837974,-104.24469104945508,-78.67172856178183
Sold,-13.594086240902097,111.93691064553339,-0.2546488080609628,-0.9807045608649327,0.9656028663020907,Truck,62.16377750693901,-171.64835977552679,1.4733735405950992,85.89167078946616,43.944025901429455,-201.30038440234057,151.10111721514906,-25.714064793846923,2.142112726490236,0.10488513103044117,-9.853431083658965,-2.912245028022216,-82.77786178022839,155.96442479439534,-182.41745157931507
Not Sold,224.5228814423158,118.46158233516164,-1.3273366557466106,-0.020241064315641554,0.15043715358833537,Truck,-25.507008591527025,57.96650895102044,-0.7033031949406885,95.30042289458102,103.51995854003857,30.21915367638525,38.42802274019556,102.52787948416263,1.543348365381989,-0.7307777532809856,-36.113878785268916,25.00316243512262,191.46572557429138,19.22881453036242,52.95724881650069
Sold,-117.06096302091919,-137.0518014654344,-1.106094414630417,0.16183875582502016,-0.18418712024016914,SUV,145.8923280884848,71.48251441185205,2.772637333587237,-29.73162595866422,37.48429045863041,54.04073950306801,59.87147243342383,75.17221874555095,0.0849838057804097,-0.7738882948232304,29.97348589225356,-94.10002996908709,39.32572459897485,-26.80923626735119,34.4500398125275
Not Sold,155.4858818432088,66.53471317179489,-3.3097226688275874,-0.8386673423132358,-0.919245149103025,Truck,2.4894938223951537,65.80757837418133,-1.374182655907796,111.15185834053717,12.317777302023213,-66.4664840031731,202.02676465152797,-14.177624633106758,0.7675864449982128,1.5012441022287801,69.7487579008973,20.513885471079327,43.55344828270163,-103.54833176420225,55.114005659662304
Not Sold,-82.08630408118036,-77.95424811568759,-1.2438088198478678,-0.8200237115881708,-0.36315283565642875,Sedan,-180.10522229436043,179.81547583349314,-1.5182703870314707,2.1105612190712755,20.22558738392107,33.0814268218718,90.18062107611043,-15.495879944000066,0.7397531527147587,-1.7183204750866965,-51.2889962632482,-44.4761826781013,41.65256937973059,69.15783760288835,-27.4741044140625
Sold,-38.58019026693469,-26.74739248137098,1.0075380875776219,1.0275547936989358,0.3225871954658328,SUV,-3.1777217653018304,38.96850397711311,0.5015869042859037,-45.022896870887095,-118.12257092308249,136.1003092868554,103.52110706754358,-73.86049821326533,1.2199506495860533,-0.31094218613202984,11.795645218038546,7.105160209254335,81.76917707105089,92.2595044355703,-42.64651421360288
Not Sold,-116.35040997843129,-138.97156159045326,0.3549483522827586,-1.5303516210838755,-0.05926181180745234,Truck,-51.144829102712755,62.09284695986749,-0.21062130606110158,-3.2448227266677216,81.79058347332844,43.16752201852647,137.658797402586,27.588618908705325,-0.5737910208109267,-0.1837645633918252,67.10476293642813,-119.56413407456319,-81.29240436188475,-61.03646379488384,-182.71826067061463
Sold,48.694789989145455,162.06320736104595,0.631876568541724,0.595231592761239,1.4034473093933575,SUV,182.25742810458516,245.1437408418084,0.23502444517001997,-213.43645157631107,45.12300333001833,63.40525442118312,-35.71122870898817,-167.1677393920017,0.4846651293521262,-0.880100735192709,-83.99426655190264,136.4408884320182,102.8782887172284,51.71724146095974,16.559949823953755
Not Sold,-112.62237023186718,-52.78201226810935,0.19000017483478093,-1.4477667227701476,-1.118425975581612,Sedan,80.60681095014593,-88.08813205753302,0.9715375928897934,67.52973625853915,54.899631785630056,-1.452123829104039,-122.69712858026342,63.76476698680155,-0.7448747764089009,2.410902050419016,-75.42894560508155,65.04205062138641,-38.11900775903501,-163.97435025060457,-87.42473182151485
Not Sold,215.8649484156958,-70.40960869948812,1.8334923105934506,0.006384978103016306,1.0620426153265061,Sedan,-20.701152084971152,171.54607843048075,1.553098906108835,196.52869158587896,39.38413791736618,154.33550491653102,-7.1752806100649655,-6.865330489530567,1.514298700386811,-0.15479543217346423,91.34144065786676,103.30164917674426,-35.294012732587696,88.74172845358589,-55.1715764348114
Not Sold,46.86544909962127,-107.47455142369031,0.03218906438456868,0.6387899005272916,2.692513597151959,SUV,-126.58107536272954,-63.63343957159441,0.2261184738667948,-39.2170027610356,-145.8049246191287,41.97288151850246,-3.224134449345227,88.76875540334873,0.2753911559052436,-1.0170215289367495,-144.14372995023663,-105.68626774868781,128.54501024393002,4.254872347939874,42.670736210255264
Sold,33.971851786120965,21.302530812213863,1.2163063377657024,-0.1236802657047662,3.707107738519195,Sedan,132.8183426433764,128.3253052306018,1.959287641224177,-106.0559411825114,-79.53030980131321,199.86782287785192,-198.61457899832993,35.422684780668455,0.9163015218012533,1.0022853267090852,69.0719974720095,124.6763525642062,122.00620929329492,-2.5533405724397435,-27.902908390128005
Sold,2.127034974174622,198.37502289983033,0.8995027363744913,1.3783414335063817,-0.3107576322202976,SUV,54.183305328957,-67.79100031693106,-0.27467108272159435,-133.111371395073,1.4548722496326516,67.73400145816396,189.96173159723855,-143.66555823328352,1.6626493993017113,1.0111590630593046,-82.66369957293648,-5.565240079204824,62.37104879525498,124.47526892095115,-37.703221366085856
Not Sold,-29.649887007037577,44.56018857484893,-0.6815382207137677,0.5809570878150724,-0.1835789633685115,Truck,213.34248333543036,23.805498736597244,-0.35281925706136447,-101.48616182615366,187.6916434818975,-131.88610114312,26.54254966699982,-18.259770757348313,-1.4169950883172562,1.1668456293315366,116.51632225539608,132.0107330319541,81.56718346542627,34.63489194483271,83.6895037023559
Not Sold,-96.35575743810395,68.41632905295411,1.0149169171383003,0.6395336520805828,-0.005107862166925606,SUV,-158.9674874608602,16.846885476906845,-1.5000706069786962,54.78798519910681,-142.33485601799646,-62.15005431948091,139.666621022115,0.9403006192773985,-1.9238697888444618,-0.8054938176514119,-59.25405093936933,-141.0258491617772,59.66785344196302,68.22736311348959,-39.24356312700493
Not Sold,19.734496922549045,181.0968272564803,-0.8297857687686743,0.8095108330387288,0.043225773603392095,Truck,6.575995734305495,-171.90257097181782,-0.0194549047531284,42.54729997529273,-22.418598640284905,10.232274685747338,132.6639637398853,67.44465743995804,2.180537349200774,-0.9950201382890912,-205.43319139878108,-29.008579578951547,97.2520539940723,108.83381542147525,1.0627592012971787
Sold,52.087345454169274,-4.4504873080364,0.44231561356737253,0.8247259511506936,1.266482030782465,SUV,26.138077442773493,-31.097071234054035,1.2540419460039893,-106.08360937508598,-144.18664695218902,-16.549214318904045,-61.69577325493564,108.51611169714788,-0.5302228356414009,-1.1598201523457161,33.53531181860177,157.04875489518227,-48.319190373007615,22.717364949692957,-90.41615541427011
Not Sold,-69.6784409880088,-20.00282571152589,-0.6471593233632358,-0.8065453698661945,-0.554033847586815,SUV,20.678509104947484,-23.20595434576248,1.0734138020734139,-130.55831166954889,-19.31006628481139,-221.77284311113578,-131.7401739928888,70.7794362575568,-1.7165143023061018,0.6319263432049353,-63.37890942783921,77.80842768001507,155.74048574682354,43.9764950500818,83.73121354297513
Sold,-47.50242221603015,-127.93851227782204,0.24934690179483554,1.1561238014943398,0.7287390991659878,Truck,23.335097277811727,7.086637733085823,1.2428504283815673,-2.822472060352837,98.67457456807212,-9.343620536628809,233.5406059677473,-13.448995571314763,-0.6112715239197639,0.02694409381806212,191.49836581864858,167.58201522733464,10.818679888884686,145.65347425060946,-72.9114849157481
Not Sold,142.93090834882832,24.352658176510097,-0.878174596213308,0.31079216860077136,-1.0741303764203105,Truck,-103.05245827548408,-141.9199527033607,-0.4278327275459563,-100.1529806572674,178.82229874308405,-43.535574744724364,92.94239649427242,137.62784670414976,0.6356161259274022,-2.4498083006931632,-88.88289336604215,0.18372715630794367,141.78126464443284,-59.077955062639894,1.0392433544669806
Not Sold,105.59451560179542,124.89362237329071,-0.8603608460291905,-1.9263677087490305,0.4215636685283173,Truck,-137.36542332498786,-3.6416182028780315,2.4956161281906932,-11.057797875601805,-12.837194263319226,21.547036198247028,-218.61924006899355,2.2504698109358485,-0.5430065944342651,-0.39104977002600416,-55.124756231219465,-113.33732852324843,-60.17808163597651,-1.8566632777924155,61.253256107971644
Sold,-38.95082108867422,65.31763134672588,1.3859752160710048,0.39361431900476856,-1.418408355643685,SUV,143.40763125643696,15.48526861484499,1.02574796144188,-36.534049157523945,-53.02256167283536,-76.12912283916377,56.47068467401998,87.65946803036775,0.3344601661861709,0.8243764601439483,-119.32603437626435,-161.42064875235968,-18.81079486937861,82.50580149237524,-44.02536931094767
Sold,3.458672418385745,-46.227328808756646,-0.5120022360224701,1.1241649982459632,1.2172055537126776,Sedan,-63.53188975945812,26.52710275947791,1.4283776570436904,136.58570822992922,-58.89600937314658,43.98270477893649,48.61172352007564,-29.50080290851013,1.798568340419315,1.9802206472067612,-131.7361050245007,178.06367732878962,-66.01330224022239,-77.88109469506938,-18.555984834728463
Sold,35.798159381980696,-158.18739986805298,0.9941401227055197,-0.7827916382409921,0.24579361446126657,Sedan,144.03100061475305,44.70909975224004,1.287910708596949,97.8082993443775,-111.58208891794854,69.4342057693504,56.547082639849364,-25.328420765127646,-1.6968050948745934,-1.575057461146017,-23.63624820531189,51.02782347523834,310.09370494198566,-42.568070313199236,15.079907476958079
Sold,59.03922270697134,7.183999213539373,-0.14485340237646405,-0.8326472548162815,0.6770804991399849,Truck,129.90567701073843,120.19896476110377,1.3113522846802381,-11.44784190921843,-8.221026464698685,62.40938869122567,-99.88685250880698,-157.50869579817527,-0.1391373969238221,1.5967357058713252,-134.11113700280552,-57.05712352443911,-55.351436882275664,221.69249928455642,-29.460641257086696
Sold,-15.072552381716791,40.9960357473353,0.0431453607667433,1.7847970570433913,1.4136236187946307,Sedan,-79.63645695679753,-34.23799129391197,1.168469175360147,-107.43806657385382,-107.7742648384581,-44.270428393727734,12.980172350994781,103.816124037717,0.925059592300602,1.1558405767233562,-9.131665261415648,-146.56762599235716,84.10616422680006,-61.76658590682419,-90.44716808105206
Sold,64.95658148132225,0.688548868598456,0.5942066103928916,0.6998136115378137,-0.3334091187533704,Sedan,21.099692231641956,-43.050388151716255,-0.17254859047729898,70.35144904454216,-48.73454793858586,-142.4763545218853,35.9815785932938,28.66763127438412,-0.4284592333578705,-0.2422224081722738,-22.636408176639726,32.35079616731272,-59.300738682780704,-2.245489387330582,84.85249924383663
Sold,63.50123298147048,190.05156303875174,-0.19411732989397268,0.06607318331891526,0.13176478490350352,Sedan,94.26001206304171,-47.96878307247525,1.0857160075518546,117.74170061920628,166.20833511772327,17.936214688152262,-124.38466181041241,153.0145944105711,1.2551614765312513,0.6949177854678086,-36.884427215145585,85.96739640464968,-82.40209972530617,-127.89043403952782,71.1036263781707
Sold,55.392704743666286,15.972657988978566,-0.3569746397483724,0.9708802360907356,0.7616635378216217,Sedan,-18.321798542404593,136.32866366202174,1.2212654879666833,120.4712874360398,45.792134599347776,22.002155215123633,-58.109221939508416,-85.15286220829245,0.13557376588149855,0.9173755039809142,-37.691327047464476,-127.32915422042339,-40.89713753385293,-68.25476731790154,40.90443560446676
Not Sold,43.12772420850265,-26.913965030782528,0.07642383692940628,0.9883480987173715,-0.890546215055464,Truck,-42.42213404788719,-38.73692116857462,0.04811113017877692,0.616824130924031,18.5411638643859,-60.083164451942274,-143.9820804539419,53.78496425737295,0.1743359297062492,-1.1433113706062523,-183.2796875812764,-19.811120315524217,-1.1441508150296507,-38.807853311407094,-21.95055944915827
Sold,28.41253047608755,132.02597486222743,1.0921713600788148,0.7727315214778008,0.43114949028267996,Truck,-50.391268995784074,-22.183395238199484,0.9560732783791603,-132.89866586867635,19.529125437614876,38.790113931222045,-137.60384684113808,214.06892776200596,1.2706881987189007,-1.2048600101897744,135.33369037253377,-301.50204406767807,31.52591774940144,13.23706331659919,89.65102466865595
Sold,13.485424791136474,-56.62614954342864,0.39591384074271885,-0.2211824289117772,-1.4474874336802575,Truck,-194.7247773469335,109.74641240423897,-0.8572685724393734,103.89256832755261,70.4244944590638,-15.680650425681932,103.71502014369669,-97.69786886787985,-0.5633596845684099,1.0689506882737847,87.91130088035119,13.021390684128495,-71.41118497890913,70.4574411733022,1.26331759411011
Not Sold,-63.2833986835572,-76.48197659835489,0.2627760134902286,0.4655722744254192,0.3835036126799897,Truck,42.40005067362638,63.91028438392018,0.011914440761297013,40.911326038580654,-4.930692641101351,170.7335735459408,108.28272615259588,-170.6121301929661,-0.6784493995843637,2.1181611349379708,237.21877643678172,-190.63976660957755,17.405229153442146,110.7463053801842,-136.60112037672633
Not Sold,-36.75110458446452,228.33653452022992,0.5515882651614548,-0.7581838379326366,-1.0437061185811818,SUV,-101.17078224574696,11.121496890293042,-0.7781940678654429,0.39507505211215127,-10.4024141023299,7.0724165952556,-89.74946788476694,47.86810659752337,0.16926621550364135,-0.13076810063543254,-109.26913061474852,127.4494316703838,83.03752921597551,-130.82702230202636,74.07790673723453
Sold,-203.91683821102728,173.57629667858262,-1.0440814463528307,2.454362890602508,-0.20256909032229076,SUV,57.9171065322022,13.27673820735692,1.1213757734063619,72.3906225518957,-28.7776555326257,-22.282100601928246,48.74446329161233,155.3864190812191,-0.3066784875397731,2.4979705118708777,91.60805452303975,100.9584098659414,-10.26936950518349,-20.05623872544758,22.10800678813033
Not Sold,-42.20138825410717,115.98880597256328,0.7374987604728401,-0.07667415933310986,-0.7210456253065043,SUV,151.98668745733605,131.30583126851693,0.3559164295762981,-17.010918542399452,28.169099598401935,0.8099929080967796,90.10275767308484,111.90881848577578,-0.19061885848466162,0.05088056095013731,-0.2863556845912342,-85.4426813532892,-40.41425620776631,221.56503355515179,-85.90532802678352
Not Sold,153.9597073739365,-50.76489677355289,-0.6865492907697593,0.5910155083775138,-0.6031623048871825,Sedan,-130.29642745981243,1.6072652198056991,0.026366203025657245,59.88746626223917,69.33320225772665,24.942612262020226,33.43265671839008,34.301453447665395,1.6446655812562432,0.22893265818220865,22.543789427390493,27.768878737719575,-131.42697266935627,-26.62719002350822,-65.22191070630838
Sold,-38.69310153692485,161.13257521765385,0.7121303700155791,0.5851225110987759,0.3615219282939468,Truck,-27.102430333104007,-5.590429385532063,0.9204172614421628,-87.62856022444562,-116.01656631704407,213.91547399435166,66.64737893499154,-39.991478355628814,0.9629587045950563,-1.440272039925118,111.60983481341744,-63.467874107627445,-18.100237615176155,109.02871161052106,-39.15338556660988
Not Sold,-24.77074717122004,-122.43327098284308,0.4866954461995225,-0.7283842997085452,0.6417299362077306,Truck,321.419199759499,89.76686428524589,0.6701738332226452,52.60623720585183,-24.203922125308917,53.87320692908838,66.90521705129852,92.97041231496189,0.3584623907365978,1.5395385530268106,-163.0010454273354,66.964946296143,-75.25750293219392,-68.02171110787603,-110.60232143335969
Sold,-194.1498598130188,24.09520843944864,0.9828892972815744,0.5399689789192709,2.084274624329873,Sedan,-4.702407834165453,26.284654848674016,0.6671188032927058,-125.21507024953465,163.8846547706271,62.40537712968549,-220.4186387226428,-82.76620553381181,-0.1772901780480418,1.3566205991673288,-77.65653027091896,51.58316628323305,51.42810877104118,49.21405353998453,-70.57615503747473
Not Sold,2.625013157518046,34.11316067005514,1.1869157887274588,1.535282509123283,-2.036275213110379,SUV,308.22208995235474,-155.34935712002303,1.0075906591611334,-35.66346922119145,130.83092154664993,-148.75529830199974,66.67173723247419,93.6211944704191,0.14055662308620098,0.5878787110919955,-39.57986151927437,-18.7987436304157,-19.994881047258982,12.190185341995855,36.29561584860296
Not Sold,44.701078492020386,91.82063498342183,1.2097491867493613,0.7910785219840858,1.5389906178439217,SUV,-144.92587690569357,141.40976190803065,0.5449902351176993,115.93218207245096,141.36615100235338,-51.91185384187678,59.990159018380396,11.72580090952394,1.1616227041682456,0.7339381499150162,100.49964513707424,-67.80851876137956,9.882870603015006,-89.93776276516554,220.06596758704217
Not Sold,-195.50079756562383,20.19753852236544,0.09723797956878036,2.745648884762236,-0.17499412057976343,SUV,66.73028924116153,11.247606448579143,0.6587492711347614,-29.032777767462033,-113.45605948623128,117.38291256130027,-194.93601813175786,26.881801778892527,1.511337177799413,-0.6211864243347295,141.4793024050772,-62.80775702493915,64.07622201516028,85.85564004775777,-43.54558830966028
Sold,16.431846397146142,-64.85699157559665,1.280372588773151,1.6256459887410903,1.437341742461193,Truck,-51.98526149889705,-120.43211067795643,1.2962392593236536,112.7398241043471,-84.52716494749347,1.2097409351254873,3.9004504424407846,-24.63384554657789,-0.7227266793938072,-0.21913552357780852,104.24993112139028,20.07192881304963,54.03759839066489,179.12042916184473,10.454098773413525
Not Sold,266.0213761477208,75.0519191616551,-0.4736892413645459,0.29462081230883536,-0.0046668932912586345,SUV,4.96274205678229,-30.951900487595907,0.42323385803962604,-3.1919380425016124,154.80011849729703,168.46521936840043,-26.730042564317362,-19.72944302320679,-0.043825261803351966,1.1899230572380475,-59.29589966313409,54.32724797973103,-21.038960917983417,19.917353987492646,-32.26725884202776
Sold,-47.91411406307199,133.3748461337529,0.916327925602846,0.8847446705900484,0.5603760823495754,Sedan,-96.6549516859836,-9.287864505644327,0.282997771307383,-60.84876295522811,-178.6822814010019,68.95494206937856,66.97510951678322,96.77314789478089,-0.5449813917140969,1.8519098019689904,-113.94214397153813,-27.0024859483308,-93.63361321208555,-164.11468005679868,146.9647429455243
Sold,-124.40661606121628,-28.211998607020284,0.6388628117514012,-0.0867752411394701,0.09262085987912227,SUV,113.47276349634066,-55.67082075560299,0.6010510549123899,93.4352299549393,-16.712087537645917,117.51904531990476,-29.520939374761525,55.25113623667847,-1.140533452540428,-1.5102500837556656,26.021091063326974,48.90147197423541,-70.22365702736877,-71.36176441902681,-100.21054369747482
Not Sold,-53.76228271897481,73.61554190566869,0.32908347895941414,0.147476218295275,-0.8667471182966028,Truck,1.368442653970273,-52.14382415661761,-0.31347034186899453,-165.4534287709255,-35.78474385796367,2.503295829999327,43.317197801275285,77.10138621289934,0.41153390269870077,1.26958849014519,101.78681104406814,-95.78956688836622,-51.926466267918784,-130.0157256453431,-317.44796873996364
Not Sold,-173.58908946674455,-3.821580072777158,-0.921463140096449,1.4808295456242115,2.489427017225289,Sedan,29.042148563672544,-94.79989207894019,-0.901904609539729,154.30857753275896,78.34545861076325,-45.6492047856794,-130.6993673045212,-10.902356151561342,1.4972142852535217,-1.744195739040082,-4.053816727196505,-88.24445836016088,-67.80083875696648,-140.5808679977201,95.75487349145689
Not Sold,-33.471333194333226,240.6740219108883,1.1764669541180695,-0.8429523599416352,-0.9772013142342248,Truck,-25.662253304365823,82.26232091960405,-0.6638440073326887,89.59665717470192,-40.86935717355145,18.53454406657189,7.527398745690521,5.107180329603025,0.9005924449313548,-1.0857728779760991,-32.89861986404929,-159.53221037639355,50.77367892063144,23.681631814612047,-21.691656577264066
Not Sold,91.19372678794001,10.524970810847325,-0.8125822604980286,-0.18695385018704433,1.3614555015142062,SUV,2.2468635740088994,185.59338602670402,-0.940895337567348,-50.15322768510608,-54.06532652500516,212.4414875398263,90.61317606091778,-30.263223903889248,0.7678755659153492,1.5399484615476873,-108.30340898186068,14.414508970422752,138.58627759664458,3.279760001938263,42.79333078149971
Not Sold,5.514432042927374,2.7674407591661283,0.13971432212441282,-0.7566081483059319,-0.2390585992428641,Sedan,-69.51975553456485,172.7377034827512,1.0780904947259804,108.06742644283159,173.87575713764753,-71.35903371592711,-29.096149556077954,48.96247560875139,0.9234512047002568,-0.7459173433933606,14.48866938643844,-12.402743509197153,-45.809613640104885,-73.06226078658612,-59.28295867353689
