Car_Model_33,height,highway_mpg,warranty_years,length,age,width,maintenance_cost,fuel_capacity,mileage,warranty_miles,horsepower,depreciation,Sale Status,insurance_cost,wheel_base,fuel_efficiency,city_mpg,weight,engine_size,curb_weight,price
Sedan,5.902245241027796,0.7991701514340346,0.1900076987068961,-157.27659201494677,0.8302909903637461,175.7385913037041,49.647913565851056,-92.52965529474821,1.771423041266149,61.79149419761274,-0.14930458475963537,0.08730653578090042,Sold,-7.970011782992874,64.94933959921306,6.554942968760162,-1.0929146291221237,-104.07291566947039,40.60445922553369,52.60044778987057,54.75709185871126
Sedan,62.515939023637614,-1.4588226152235326,-0.5553150512723557,-131.09491527929544,1.5100650437995387,4.812265442986699,181.51564722224697,100.28511341032743,-0.03775898972293033,98.96329320046414,0.5791747014629065,84.6788520425464,Not Sold,-25.792239674531224,-35.9566459705201,104.66680623926487,0.3965857989034925,-21.457613765138486,-99.54156267598391,1.9682528606548004,53.42270791465514
Truck,-120.75300658885901,0.9719764604867542,-0.5850043949821377,17.88391958423595,0.7699412794738663,52.618738139842726,3.3905914928283614,-101.41358853715971,0.1292436708137954,70.75220718202928,-0.5802995722092286,-99.20400935840587,Sold,53.2291494714797,165.80394516437454,11.719912744283638,-0.45353276543700183,-28.1653756016465,7.796956403097864,24.728290510430977,94.61722380435864
Truck,155.79430849266078,0.8091583720312896,-0.812873747532975,-63.025028718872356,-1.5299791906834619,-95.31284656154463,157.24294221273726,67.1752850053109,-1.4021292827726786,-33.51442505438564,1.7581571103890792,6.746076195902105,Not Sold,44.43931587640661,-6.644220401343021,87.03025043350166,-2.4076167616385895,-71.47485738285755,37.63961050953263,126.37312879841782,-10.431758320487496
SUV,-37.4740029664931,0.35209592152860303,-0.6629913222974236,156.64973751671351,0.366114778013812,-83.83342154288334,-68.40058340047467,43.79402977358471,0.1903833669209174,-136.78221915308282,0.7459306314997268,35.55191527716846,Not Sold,31.069712496758456,85.4915236351093,93.3104210884267,-0.5317184163945989,189.17310181563838,-142.37928587057922,156.9854711374246,98.71882609761546
SUV,-190.0878826440731,-0.0029882560864999087,0.35286673002871094,26.706462547189226,-0.35665528298340293,135.9856052967841,88.49668765455367,-30.039733956620516,1.3524300162133864,89.9003095164158,-0.701436225026422,-42.32152320111139,Not Sold,-91.57883839290068,-76.4393768555979,43.76091176836617,0.10582868542312165,-103.97317203254146,-152.8699835292085,-8.437281915168612,33.124591373640946
SUV,57.845052393100616,0.9817705946206516,-0.6353714936643269,-113.83628560859813,-0.3365508138342352,55.060698217892565,38.82405282936256,25.15997772061212,1.1629182907480322,50.41153146011111,-0.8537447983085907,-28.93711026242329,Not Sold,52.976272796287915,24.130368167043397,128.98319268891322,-0.24238642041779213,169.68026700531163,-103.28883144089835,119.28921286957011,96.39112863674639
Truck,35.74265839329181,1.53514196411678,0.7659081215317227,63.39411524558871,1.9940474335352911,-160.4395919635401,-91.09979725705811,4.550769596188647,1.187982862442992,168.78540160927818,1.3219113670608325,62.05992453959178,Sold,-57.302356054191904,-39.26633162952659,45.38454832427774,1.7142976424537473,27.127250216000355,145.95327702358895,-50.919558001280244,208.47688168340662
Truck,9.764112018758606,-0.14858094984640896,0.6528062917611819,37.02930276141133,-0.4010128467947331,-23.010302697715318,-19.516414214887646,-19.85406177499653,-0.8691129972368585,91.68367750529109,-1.2389663069798524,270.6539993654,Not Sold,146.2716844921805,23.06914554114667,-54.493803148871066,0.5896016043595687,3.3937254698130794,19.654951454124717,27.536297227225493,-34.30516118528819
Sedan,-178.36122786916712,-1.9470055190941071,2.374550390523703,21.655856769417966,0.5145897130247626,-37.95420060615984,15.002235621899013,147.09796549762927,1.4796690884097718,122.9679387332155,-0.17254410857631172,130.82893860078775,Not Sold,-64.07476914691406,74.61750254102031,-83.19343218856352,0.3352045796109024,-86.83594673387954,-34.808057303758304,-80.34585395577946,-108.73905896622024
Sedan,-30.99034448521828,0.1799765090366885,-1.4235244475251372,137.109616863141,1.780728746002448,-39.23224267891421,-5.350469953831871,-163.12034101161316,-3.238074411253634,-24.798705982097815,0.6051014118497966,132.55093962702003,Not Sold,98.24121865255975,29.858444862801637,36.628048610531664,-0.3378059783829744,41.67888733773338,6.798422818011991,92.06510305607782,-32.96340149733249
SUV,-25.853776102275113,-0.8154362861911315,-0.37975097393596424,14.334130444163714,-1.1937960840254191,-4.493168644461331,37.37034215997437,-50.326199293024175,0.14559014453463384,-56.1071769978593,-1.595932047918883,26.082312796113793,Not Sold,16.690247885531406,39.68693570919774,43.03938577854775,-1.088211241605251,121.63163170568527,20.221857417605925,28.80848733231458,-85.57763036303496
Truck,-96.96279543612704,1.7787448065035514,0.65215188544655,-77.20846932888468,1.0671255519042766,4.1298238621939385,-94.66786872193123,110.70412464951926,1.2510567539681174,47.94283679553073,-1.1068017783668052,54.34486196070514,Sold,55.6839386210509,250.1649215888114,-87.65126867270284,-0.007305748871175521,98.7143032819182,143.0835492897149,127.36742874857971,96.25934841592026
Sedan,-154.5879282507395,2.896187014246489,1.4516959765736686,19.85039100275824,-0.24218002754151247,-15.865484387247616,-77.53670495427366,-40.90119300574507,0.6496836426000496,-42.27947444970439,-0.3846252166200752,-19.035465403690143,Sold,10.241052582246898,147.6542242962881,35.8569908837647,-0.4999560033637179,-16.845498986542264,-44.804332751494336,63.9493180003378,7.490671735017653
Sedan,25.792506560090267,0.78669298219276,0.9635805944356464,121.96351611498635,0.8127233739551497,-210.46300447452913,17.974613781436606,20.885957420710856,-0.1744318367396055,-82.59199037645716,1.824692172598489,1.260042659495996,Sold,-62.193753177590295,81.39923114233711,-47.85323520889676,2.7034947668857896,-115.49027856943061,97.85742361873479,105.9105140039142,-31.066967476283153
SUV,-25.258715095559246,2.720178866284336,-0.04621939910156703,-140.62272176446072,-0.07319061885911415,99.2178951446944,82.15740366251374,140.58833266663427,0.5054943805983195,-129.85122947332485,0.020830012280299792,-233.9822006601373,Sold,-67.3567065533922,-236.94795801565886,31.284553556150662,0.05059194650465115,-126.25772108044424,3.944107237501642,129.22387163826158,174.59680195137545
SUV,52.34637560804626,-0.22135439744578503,0.6919435786487376,61.815948283383406,-1.0693879982438153,12.49002769392545,96.76856228701246,-21.386105449648298,1.539003780371009,-53.9589927422237,0.08407180126705369,94.69227187744178,Not Sold,114.15383603210492,46.90733862937852,-162.0897393994287,-0.18826322081448826,-17.582440436899173,192.76785177676646,18.286787668926983,-32.02308227539711
Truck,-112.67897819051835,0.31028295357899593,0.18841340056276795,80.13832283828935,-1.326772604584392,-62.54964577349603,-128.74886241461198,-100.6827359545643,1.6184855353748975,21.056664730220216,,109.26414653139362,Not Sold,56.78681444398408,79.55048675348364,-73.56702660056379,-0.505051390756256,-39.599904617560384,282.4931020982196,-169.98469026940657,-84.48802781756554
SUV,-41.04262451436522,-0.5704679186407623,-0.49179984502602764,-57.95264349710997,-0.08538656879924894,28.225020428406143,29.793894387638186,-78.55327385935415,0.2809045609840866,268.41103351473987,1.6390906141580135,12.817181922381302,Not Sold,4.760156819535786,-17.94174238491498,-81.33656165774964,0.1451061107576525,227.27465658835007,-66.57255876016278,-71.24459320168225,-90.52957998314865
Truck,-175.24150291079118,0.38751334827963646,0.666620072469881,29.23661119620326,0.9529982210101284,-17.070732072170543,157.48270679953106,11.245968056998032,-0.576430514785607,52.231368874261676,-0.03163560626702297,83.09925456139416,Not Sold,-22.220793973591014,-84.66900512718809,-97.17838605315215,-1.175539174412912,48.079119592143215,-14.567052224678232,-80.52609973555545,-29.776060772315105
Truck,-69.78800571039866,2.094752806278666,0.8578304458836365,-49.20867990696574,-0.7995798855008849,-97.28852928483984,32.828000031802034,-66.93346994428467,-0.6327407039243287,-141.22219551154654,0.9015101540393149,-101.3623372461538,Sold,72.51950375042288,-60.614765691376974,180.73926501986867,2.8062752001691003,93.27262242695379,-109.98599461147658,100.45803374627064,-53.187805363074666
SUV,154.76747396845585,0.5961721310091403,1.7011260411252656,-39.0708761545509,1.0826298823772764,-74.84495147570782,86.30834212274107,-19.863954863054254,-0.2492269476152087,-20.369833158897794,1.5530953737690698,-96.05517592760636,Sold,129.09944661949945,-9.395966149462142,6.817455008181507,1.8490280640635819,64.00766291626384,-39.54488707069228,95.63804826471338,36.52100847454478
Truck,45.2108912531348,1.0056749768179178,0.05022641989877896,105.06765445597826,-0.40525111183184703,98.56769493063247,46.246871822704435,93.29712562903266,0.43672439359699405,58.26005111914948,-1.1335247575183656,-82.54818406882268,Sold,-1.6723572647165026,-67.21041542805949,-151.97487258308792,0.03998318445071164,-33.69936180424683,-150.54370071177905,127.08292004775392,8.818045731607839
SUV,-269.40519356812825,1.6808516340657722,-0.18489613942809374,98.89719171803276,0.8044665357297479,-205.83565339375,-16.991155366031798,45.26371119346938,-0.8302527217748172,187.34621615352523,1.488754005951009,-54.387207448035426,Not Sold,-81.72846082445098,-66.78412405899202,34.69290840783537,-1.1003837780600356,135.09504220051542,3.6749587494815334,-103.67207878704619,71.89143470432714
Truck,-5.921102175514122,1.2867313579321078,-0.8658365099367611,60.91933300672927,-0.5066110266065453,114.87142972715027,-36.17460202199895,218.15676197672036,0.1017350131214449,-21.78266702442253,-0.2103534117566357,,Sold,41.78761434234926,-97.18689329485419,-44.06373166790647,1.9382734520749694,-40.8215397248875,290.926047713553,-42.210930558867965,104.95424813419561
SUV,269.5618798116387,-1.278513091247365,0.06042935564901483,92.91716463462038,0.5341659440758506,111.97591902542608,0.27291623585355945,17.351657138483525,-0.20311135607863734,20.2589395930164,0.07217573820191607,-46.05442040685175,Not Sold,-111.66844411467845,72.53985054189378,-88.63965476016223,-0.14991670144422595,80.49263041684742,-23.299145850286457,7.346147394895586,196.44391795185882
Truck,-124.27083177151448,1.0143114731019347,2.6627737254318466,-132.50941549656093,0.04614728297499704,96.6745220710001,-46.359532206890385,26.74509715498789,1.6114506366908747,147.91269840732343,0.22464646904362534,128.66560954370038,Sold,-31.570615789534212,86.02636195107814,30.457927607929385,1.2364221085555194,-70.58865535935159,-105.49395652796767,150.14465713439043,-203.37209678185278
Sedan,143.4918043265621,0.39160102338079117,1.9402852924635678,6.476893688898923,1.5469514507776627,127.37468694022405,-43.540880590738354,57.721409906496035,0.27874951041514817,84.80871281008314,-0.5196367296700861,42.12368246396493,Sold,-2.454423009420183,298.311376087588,49.003357088582796,2.9119050761718954,179.1773732717764,112.68859054705523,54.851734946743655,179.21083286642494
SUV,86.5505061186897,0.7002684701165913,1.4527729948575927,-19.44266955604934,0.7130419051673034,-110.81640739055337,-64.12257655167909,-108.42833141334629,-0.31850284029652765,30.120431888973037,0.22495912445609295,-157.7042376753863,Sold,-175.20186832157273,15.440288073671246,-65.36312997156172,1.2246367360614334,62.27022267684288,-101.66947694707487,-98.53064191221958,88.12147583059384
Truck,35.62212094012192,0.27526960153046126,0.04881302049119935,133.61664822190272,-0.9955983019330013,114.79225471520405,187.3421875290822,-237.15181588047977,2.334943882633143,-48.27918210297324,0.35201346662728106,73.18406462771682,Not Sold,128.61885461160162,-122.1423734980938,5.784700315759436,0.0896153733576032,-138.89588000817054,13.447891150710193,-27.856803517026517,3.9794446910227896
Sedan,-2.9622838513688885,1.04238168870082,-0.15246050324023838,110.02351132101478,0.2202348803796043,181.991293611209,-98.31919136186127,63.64829651355572,-1.8521973300077317,89.64576103401645,0.4954134961735738,-44.3006831957865,Not Sold,-85.06015626866173,-41.050459763556916,30.91657450424356,-0.525081711205712,65.28265946655445,-7.103711497291955,-190.32892802160364,52.13550356720451
SUV,55.27864162355003,-0.31960344878697927,1.1804708421153396,-9.278265398361837,1.1142071998994447,0.5171962757926404,-27.781790336600785,-47.464523880739954,0.4195598205065028,-63.85978206205875,-0.4059214486827817,101.20197224599939,Not Sold,46.81430755404008,-54.10374118259649,52.30745464299519,1.0479418007130727,86.07467046454853,155.89589105545272,86.05578639642629,-161.59386314480906
SUV,-92.71581926696275,-0.36897350911053356,-0.4287632321870291,-43.118509870523695,-1.2386105840307926,43.80610548687851,-52.42985651545791,-1.3182153373015895,-0.2419213099574534,-58.73067773449579,-1.7945284897398306,-2.07996446695939,Not Sold,48.40810712755675,-31.502598205084155,84.82571862973259,1.2066072874680756,-83.34619220792364,-66.43465735151052,-163.77135916671728,39.52794710923572
Truck,57.23146628279058,2.236690592002808,2.1085224350106637,43.09749123662408,0.21759146142542013,-24.940560973984073,-42.73022101873061,10.32269249697365,-0.5233754597465625,-45.931552026931435,0.8556304854755947,40.854916697233335,Sold,-2.512709343860822,-20.326666218116063,-148.76739256185496,-0.034365196862516156,-100.4461680790707,79.83641370933631,-95.09859989610435,4.145419526371624
SUV,3.148085726642587,0.32944838821109007,0.23092129409836798,-140.38521553529714,0.19668216841169373,-13.496185337200686,43.83505229667333,157.07798238824918,0.2430552646818685,-50.660613390656465,2.4428222019987595,139.99740879055057,Sold,-124.34384004274102,-48.571253233836096,-27.571726805655018,0.9750158842956118,-245.38012911977972,-38.227098393761246,-98.30033840606741,98.73400508922765
Truck,60.547046654774064,-0.6008063127498093,0.2861753056559746,265.4743570470979,-0.8512747313789215,71.15908602466338,-144.5428798915244,-87.96054607543562,-0.04870409721151185,10.285098914456169,-0.46747370538801775,46.39710681654215,Not Sold,-36.00182582606435,-25.365322872751335,157.04390708237503,-0.5352074620587508,166.739860857852,-140.6151761359065,19.116973195674788,53.624610680760874
Sedan,-22.222844869661923,0.7702437722248061,0.41238103530000075,127.17742443874292,2.564422989116335,205.7371723791804,-126.78788665756089,-89.95520656458726,-0.4009876569298033,-25.153273313209816,0.26622789730258417,113.92620284983184,Sold,103.21798373396818,1.661152529432946,-89.71640382336142,-0.9276023773542048,-55.162557162846845,-4.227817822962394,-48.74721323980212,-245.06356307954613
SUV,-13.122391150229204,0.340332212937388,-2.0035533167463284,65.1612813409416,0.3619018419116739,-145.81898216986167,-143.69247509019948,87.36734534450119,0.44776945566923426,-88.43439054531919,-2.0391148049988823,65.93509867018665,Sold,-29.92693887574969,99.8853643494849,-157.12221380766655,0.07004184834219263,-41.0552611882085,250.7523473532328,-173.3342009160183,-43.749831506820755
Sedan,-17.782594401552025,-0.2253059326674629,-1.9950718258431026,7.780842887603178,-0.509915043975177,-108.69753597227,-13.862543546595068,-99.06248801959582,-0.7755901898963371,86.963361447952,-1.4260789310310253,26.634304357341716,Sold,-57.91182450516694,74.05463856474313,-151.75469692641948,-0.8388351488815582,33.85923596737816,-188.2314901987516,30.73458505944448,-4.1443529644314925
SUV,41.84901243441229,-1.8191990096096724,0.4796808746814884,-48.13559779910968,-1.59524191341823,149.53153954502437,63.63216481519643,148.64095278356618,1.1163765063459312,65.95040058550613,0.45781756668190343,31.480394837445257,Not Sold,-37.25158141473152,112.00252169578333,41.733852622315595,-0.661200079011432,-73.56199080785187,31.252373591088357,49.69721155181446,-154.58143457914346
Truck,-101.22985464971683,-0.39588877235615366,0.08594380671606867,2.800956278208851,-1.681745996682515,54.902267605067436,108.67194883903106,-167.32216864960776,0.42775985457366666,-317.9362216288385,-1.8388904828412804,11.046923678125308,Not Sold,-114.23038647306845,104.82334475498266,32.90852397964123,-0.5169731216237979,-90.44108253575794,-34.71119880060876,32.26661490532166,-0.6823832542475928
Truck,-180.6650567224746,2.4182104308196024,1.2735024723856112,151.0352805913279,-0.28548805445353154,-142.0790386690786,105.5327998860954,39.34863120305342,1.9923279934043112,-74.48168475341663,0.1092615376134704,-12.698445419686562,Sold,-52.68373642732394,123.5079420809049,136.8774267472509,1.243464823157853,-52.311335253726256,-81.38531584847685,193.45365275909003,-119.54958949196894
Sedan,119.62526027887111,-0.7572637207299631,-0.32075866731079494,242.05374463691194,0.5335296050709589,19.677858049526236,96.58158682624394,46.713468625205046,2.6886442608209205,-57.28622315262923,2.2025050464561096,302.92118490882746,Sold,-179.37050301664254,68.22963067794402,-62.4889042706191,-0.9086072120564055,32.913730775974294,188.39982588954422,2.8385807712581737,-118.62938662032498
Truck,3.863180624391662,-1.7020013954720783,2.130121066821708,146.31557497077745,-0.41113627775319,-69.8407001559734,-20.702264438788685,48.86447629219284,0.5477360212279717,-22.5442129482882,0.883312613976156,-93.00826408495075,Not Sold,-89.79297028597789,133.70130667149868,176.49451421883924,-0.4201483476090013,7.574368326191378,-66.03852238695292,18.32492843696595,105.20610529919303
Truck,-5.710399106752063,0.5344859322013918,2.180929536984014,-26.461959092560722,0.9342271449189833,-104.71757002394506,-29.266648060600776,-202.0890468123128,1.4458174754240796,112.29244327916075,0.22700419173627753,-152.38215589466077,Not Sold,149.5320016581445,66.3357164238563,32.53294971096269,-0.841705821994822,30.176750419030718,-17.852340904136636,-100.31936279233642,118.75770913759858
Sedan,169.7991568320294,1.5408703850311918,0.36966243077037425,118.51053352818425,0.9504397685374631,-54.29667259294537,33.71031966541656,-156.31529750555515,0.17534298026538414,-151.57200621321607,2.5192394184095477,50.37171085985599,Sold,-92.38536308770715,-58.53549808484351,19.631628546432186,0.8227791862391474,20.898105437811136,40.67712158962233,-122.65438959843978,107.47112771923011
Sedan,-114.84122671684993,0.9649634631596536,0.19403803980399775,-0.017130074567882892,1.565663301736677,65.47974518628608,-66.7649015701708,112.37070278109536,1.1154557924270865,109.97268988871282,-0.7166342224035549,2.4363995528807743,Sold,65.43829512459828,-26.341192570074817,69.99988140567417,0.3536442100557624,-87.76311594562578,51.07173927614369,56.03209101659425,85.44852854562501
Sedan,-93.6986389553362,-1.0772034170109275,-1.0433845975357487,16.63523003643639,0.8963869576962482,7.3227096930802285,89.78359566716743,-20.89144319796909,1.0290047868938836,250.88294504199774,-0.7738515259519136,-69.42770510785186,Sold,-17.602175600743987,100.42197055576739,82.6265173902421,1.1153960198719846,108.41453492385267,-67.43925604108301,-7.703880879793508,-88.58531641435108
Truck,-118.97998016645938,1.4315625340154194,0.557261539598226,-177.56031097244895,0.44332535188443845,-12.412188347741955,-10.871452992418865,-94.42220495128845,-0.19676765307834765,41.47222012005802,-0.16157890197675095,-26.140147686506392,Sold,155.93895141932884,72.56589726889962,-45.492338306526165,1.7533252171595897,-166.4415073382578,-158.22371753296233,81.4842443939283,-103.92079898022624
Truck,-31.48740823694321,1.6115081446599777,-0.9798591325016976,35.03343773828176,0.41830435439078584,80.01987681446434,34.04949114946189,-139.94616372495844,0.18205965717691053,-132.07180812248163,0.8509329036999655,-118.3850924130238,Sold,126.4297147036495,-114.87856835163113,-61.80511506200851,1.2618601574468484,107.2014320019415,81.54733504267593,202.4084897315412,-65.34821068309064
SUV,-66.38799561797772,-0.13269779014117503,-1.3369227345108412,45.38184064921866,0.7690702479413017,-128.50685397388284,123.49985856380412,32.56270716507553,-0.7219049501489757,-38.83602132316422,0.7507734997962816,47.98183270323582,Not Sold,71.84376733961157,-31.65807186833709,35.90755295686342,-2.2538247710685186,97.51306458275418,18.7694882592041,57.95544987085767,26.428712057622093
SUV,113.8143800221578,-1.8665558562927687,-1.8611366288631852,-85.02306094600726,0.19856718186512684,139.3110065286415,-138.52250656276425,-211.0299797741112,-0.019864268048427003,79.88577641984227,-0.19991996825133906,-64.59680047005232,Sold,-41.67165004013082,6.104287592777256,76.94147204332626,-2.103757285882462,116.72132258963404,185.4418090341867,-120.46175871218132,-46.88571189320177
Truck,77.75249786503036,-0.3872683625963977,-1.0394105416669737,-35.257957129556694,1.7566672109004222,16.992556068742072,-84.09193141807397,-96.62381767117677,-0.7921916060246581,33.479814283379696,-0.25289173855151675,176.3194847979638,Not Sold,68.57864507660082,173.13791393699069,0.7128177382087525,1.1761805548403608,141.6669503627867,-43.44868147050238,210.96914405185777,31.644464169816857
Truck,-205.960513357397,1.1536765535991533,1.3608916897568473,55.502592409352545,-0.7627658235513145,-16.373745293178164,160.77085173719274,-146.12400898302093,-0.5231129395796912,-21.028178293561655,-1.696487259046784,-14.321698597812876,Not Sold,101.29733576892815,-100.47506706626955,10.572324159668627,0.06341968568324027,-105.41612953001543,-68.27198545824183,121.91856703377914,113.07990787608931
Sedan,-3.5555171855546845,0.20497382580254675,1.383782029275197,28.92981716301867,0.15955115964667327,133.35627250183163,-88.2726017432264,27.599223173185766,1.0691257946780213,108.26941902703902,-0.7338050884080937,34.14398177329917,Not Sold,-9.686191089174645,11.258564421678933,-93.76903565356216,1.9097243829157344,22.36094734689494,81.59489050190717,12.836771077214634,-64.693646560781
