Performance,homework_completion,study_group,online_resources,health_status,Subject_3,textbook_quality,extracurricular_activities,prior_knowledge,participation,attendance,tutoring,access_to_resources,study_hours,family_support
Fail,1.0754958792450748,1.0933781230743642,-1.3001563049055358,-0.6908882900657696,Science,1.5506368873132443,2.275672881110808,2.612948078032317,-0.147824248407946,0.434283387937277,-0.7751842467035022,0.30658935319110825,0.44382308876024995,-0.0032099924011035888
Fail,0.5220224549356058,1.8370870697932253,-1.4173384983225334,0.5937852186144521,English,0.15521528628010728,-0.36560217704727604,1.0388994767148099,0.6107999150104603,-0.04632036533993935,-1.2149054566008193,-1.6846098752099936,-0.25010605341676234,-0.0943469746729443
Fail,-0.3535268607144459,1.6676767851773093,0.7013020892149169,-1.2715535169396204,Math,-1.0263841107128988,0.22770599742130002,0.5654563684070184,0.2751297286341666,-0.8113259546876833,0.8265391001367377,-0.6215569404582212,-1.117902585750134,0.24136309406999415
Fail,-0.011341337070762918,-2.2724453672893103,0.2466759592398873,0.03220301966669956,English,0.7910139414418688,-0.8847870488966659,-0.05153044504351838,-0.08531341398909177,1.0001552894792294,0.4717432205089547,-2.4049883991364753,0.10650023807129431,-0.6168135765097229
Fail,0.25819352649365285,-1.1533248943704606,1.3129278101821025,1.6661258247208939,English,1.2448682552673607,-1.2639488393994545,-1.0335943728311576,0.9667508583553925,-0.019665394785450076,-0.9870423066075625,0.09884552945007591,0.48682112286274526,1.922527641530254
Pass,0.7102673960914785,0.22894923861975197,-0.3988029621919492,-0.7568639575911693,Science,0.24856145921714085,1.502290874882348,-1.5002159421062888,1.2356020374873966,-0.243771595556208,-0.5948967390834933,0.7313860132447842,0.1997759136876419,0.618289141199292
Fail,-1.0942181577531842,0.4169498805166853,0.7809805553660529,0.4228215743372114,Math,-0.2737891519453569,-0.30875381171639976,-1.5425949634983427,-0.3374552889644282,-0.0007075871923600055,-0.0852451030242325,-1.51790799098281,-0.7142963669897722,-0.5442258394750622
Pass,1.2132807555299536,-1.833800052194325,0.07648651187890772,-0.2395550732895375,Science,-0.3847180639837664,-0.916473317612448,0.3106462868259541,-1.2994361614150145,0.17741350321244656,0.6299293410751636,1.2724606418869975,0.7788255605680208,1.0329738389420409
Pass,-0.4959889505105873,0.5292340084371571,-2.5497984738865873,0.35080726609621643,Science,-0.44914296849584134,-0.2059927987457622,-0.5992401094170448,0.06195397786046959,0.9262400846211292,-0.8628202369605311,-0.016617623943218196,-0.24784614618534104,0.15771395810038996
Fail,-0.4089879160741473,0.19241175131976598,-1.3558727351086168,-2.65026387585524,Science,-0.20196812537692396,0.8396618245561472,0.6353243547983968,-0.12155477625538802,-0.9538077469807354,-0.15094809907353768,0.684637969576709,1.123268273028286,0.17899389736196328
Pass,-0.9318537941652443,1.0498082364607528,-0.7025884937127934,-0.8874303321183096,English,1.3635847981833153,-0.7902999014877294,-0.8867752130350078,0.18177902166630133,-0.5389868348385614,-0.6050740213834821,-1.1608597755140642,1.6187996151794135,0.3052578636305905
Pass,-1.0840529502567204,0.3146212431266308,-0.5174010350587307,0.4762878148845867,Science,1.7312167183467113,-0.7110352286641073,-2.269821663199993,0.9333630992838043,-0.057361603629962295,-0.4268757396992041,1.6774237549397057,1.2864585496839773,-1.6636395893607048
Fail,0.6947281049332266,-0.10921127505857865,-1.7776285456466765,0.7579948973493512,Science,-0.5764733097186331,-0.6273042900998059,0.10866997927391037,0.2481571011841465,-1.4657608113978375,-3.235101941583349,2.2739668661989128,-0.5023489720461,1.6319218669845694
Pass,-0.38345703393388836,-1.0049266200698836,0.9729151051093559,2.8879381310136285,Science,-0.04271680252204535,0.4008027816880195,1.968562995193886,-0.38078925722787704,0.24147424083231306,0.5132609038611115,1.0802995747942916,0.6630282310811917,-1.1795776186760487
Pass,0.5365605965505345,-1.585601779138202,-0.051780790052436784,-1.2029298169082403,Science,-1.8946484759242983,-1.5592189693528176,0.11502517298547309,-0.4141862862981204,1.161868339139063,-0.7638300818986423,1.624038334097133,-1.17411579278336,0.8899097957239835
Pass,-0.19731130854111673,1.276581952794106,1.4153990982219953,-0.952647947347342,Science,0.8252821863830643,-0.05781472703761896,-0.23011539088168673,0.9384047281132399,0.5429934768273407,1.731293588094521,1.7887274428470699,-0.5733313631250296,-0.24924481993236589
Fail,1.3641382340812807,0.9146243626783379,-0.9590558348010971,1.026292194207875,Math,-0.11271153684131013,0.7457389309445557,1.1091062930059419,-1.1663937378122722,-1.1097715061235698,-2.072656797589416,0.8069663976433341,0.48546127510304693,0.725341292880308
Pass,-0.24162469513886606,0.7891893829399212,1.5207634200318607,1.9526452765061153,Science,1.3153177756117096,-0.090352235772997,0.3752566025908115,0.43222090983397843,0.5544697368214168,-1.889729379599536,1.4590191857029793,-1.105580208699103,-1.2282963555347783
Fail,0.6606104672575839,0.6865055604207521,1.2781944176045903,0.6380534680570803,Math,-1.7467266043029792,-0.1595215790055538,0.6912493314045854,-0.051676293408386996,0.30716642623481116,-1.0383835699975186,1.1989764344129814,-0.31592661089783003,-1.405892159214515
Fail,-1.0071251743379674,0.4998506611487291,1.6457259973291667,0.6324104357560972,English,-0.7808483571472432,-0.058875870999595396,-0.1463035048172113,-0.025678852318150897,1.2633668357793952,0.3056781258163303,1.1609959802733947,1.9490630946943517,-0.4310734241441685
Fail,-1.0468655283248036,-0.6393820001921477,0.4632725765483056,-1.9252334233522477,Science,0.9212216144343988,-1.5298507655842548,0.356745561859143,-0.1623362847854989,-0.20833139589038693,-0.6826547228868549,-1.050537200780508,-1.0396805856349212,-0.2858499436466024
Fail,0.5933232669088128,-0.38394261001755137,-0.9353739825915343,-1.1834183120990711,English,0.589439880355113,-0.6548071392044934,0.2240492422677796,0.04920268850041475,-0.7791689319393362,0.9501625907160778,-0.14681398647014626,0.41156261971740365,-0.17724473256735146
Fail,0.5328305803124775,-0.626853275458921,-1.097584179832202,0.5759811945210312,Math,-0.7645304172611609,1.8184576442843137,-0.8034849077938965,1.7721028935837349,1.4624110081293633,0.15628192415819378,-1.7215964603157856,0.41250290465779715,0.3701219989578386
Pass,0.4308463330488366,2.441150837636674,0.37346002270459056,2.0756384395193184,Science,-0.050362413098072434,-0.04198804778338756,-1.5412184486675509,0.2045217375285121,1.5560401380728766,-0.4386921465298354,-1.243631737758238,-1.1036243728645356,-0.7276083449240515
Fail,-1.462485348382989,1.7878956365036034,-0.5308109578502579,0.7126530382301299,Science,0.6531101164245979,0.2776455040404494,0.3982239762058966,-0.14230605481978428,-0.19920936406678225,0.2209439792114807,1.2998315395874538,-0.28352937223833286,-0.9299312253390072
Fail,-0.8093547995577883,-0.43323927577692706,-0.5810658066598456,-0.9338569650873689,English,1.2115677361053105,1.2159620151810626,0.9274403434467346,0.43131536707027723,0.030318698920243983,-1.4281268223394006,0.2941231111079448,0.22082471175711124,-1.2714734210352903
Pass,0.6987550999876581,0.03585958340750511,-1.1358160937779282,-1.4380076191508833,Science,-0.09381223969298991,-0.5874056760948714,0.10448273162359341,-0.3509496657553524,-0.48911104755663937,0.26153018892111624,-1.3828039700844308,0.09811214137668108,-0.1130500564520885
Pass,-0.9468834875396789,0.491484112926541,-0.9452714227780546,-0.12100722228805501,English,0.12072434549963834,1.9389773892797098,0.6311006008502925,0.8818867430494663,1.325568678060144,-0.3174449123137307,0.07035495874812214,1.4513902671441166,-0.6229832369723352
Fail,1.30722659038715,-0.7185297462976498,0.6023786716600541,1.426501468022093,Math,1.9111260663321306,0.5480180756087623,-0.051229890896229556,2.3151126473463814,-3.1729918193997966,-0.42400003337887077,-0.47056147210679083,-0.6483225470433044,-0.13469735551074688
Fail,-2.1657644418831734,-0.8866676625026093,-0.9185134310480367,0.7902423632337959,Science,0.82427041750721,-1.029581880458519,-1.5237182841593744,-0.267928492949984,0.16278394511485178,-1.0148522030514289,0.48681498478452523,0.5358027008298274,0.6629216728464767
Fail,-0.50538993285874,0.8166206359087551,-1.557155666719199,-0.7498123933221221,English,1.474847866894496,-1.5723074252975975,-1.5198298825770966,0.6569174800288489,-0.4030452457197263,0.15113985464408958,1.3572423237080482,1.6739497941814554,-1.544558485583737
Fail,-1.022274067483392,-1.4955691825909223,-1.5934340396287616,-0.15659322311571203,English,1.1799001839347403,0.3875660097826945,-0.6972288579046171,0.04062341907384022,-0.28540684551994533,-0.21370684484037353,-0.002417543050882911,1.42299673296432,-0.6430982094886443
Fail,-0.9778313795752361,2.1141530755806652,0.4731817769727804,0.23081944656634015,English,2.3020155513139273,0.20647465304486737,0.23169055054518234,-1.1873693574754192,0.9699434186716406,0.10047258582078304,-2.354496983215709,-0.18245830092435217,1.2099366573100867
Pass,0.1506877479342016,-0.6283816184742412,-0.6338486217137008,0.5532497034963928,English,0.04988495665379433,-0.4688069447346026,0.9942453100872988,-1.081810005816855,-1.0195288731631496,0.959520101416167,0.10864180124027317,-0.7157740858934096,-0.6918044358215704
Pass,-0.4371367547121909,-1.40106672329407,0.29186670619203675,0.6412953169823518,Science,2.6506326770687476,0.012894037167354476,0.8678485203538103,1.6702444699451728,0.20759896058275099,-0.31478376134232483,-0.7037424324741355,-0.24097856254805938,0.49240220931141504
Pass,-0.9013477971145499,1.5089452116379054,-1.4631871350831158,0.446409298007177,English,1.8724180781376647,0.785058536181849,-0.3340446094624229,0.2554409181911124,0.525109728398901,-0.6717612698533917,1.5886322650304365,-0.10906718724217813,-0.6391316903690005
Pass,0.24312327059785319,-0.36814346450053126,-1.0124282221856822,-0.42279090723266916,Math,0.7375607248936975,0.8112177397629171,0.08982428282081009,1.1903070351149314,0.09608522535078136,0.652139398904086,1.8117087984773257,-0.7215114904403171,0.5688497222361389
Fail,0.5855819153851521,0.03433258146703854,-0.5840399455025119,1.3791229201743176,English,-0.07568506902020422,1.361863789691109,-0.4146015511011742,1.0475122044325746,-1.5233765272937267,-0.31367481827509935,0.8149447350693193,-0.0847704149786597,0.08056023810796456
Fail,-1.218581064128294,-0.6528610158165113,1.6145680909998572,0.542364554968202,English,0.243292485139024,-1.4368849369597785,-1.1895419712531625,0.3974121472186313,-0.6812885972877145,-0.786187115851258,-1.1546416207847705,2.957510349934843,1.905287354084008
Pass,-0.2673713186800314,0.21188905291959825,-1.0193664877398987,1.6080877573223213,Science,1.608088653752254,-0.0739382243300885,0.5405642000103845,0.3121952552195899,0.05865607511069067,-0.9411603767917928,-0.07302498852666617,0.5903689815593982,-0.5401777702780738
Pass,0.002296730005153411,1.9248932391545535,-0.43510590738630195,0.45375823351147543,Math,2.0486293342960065,0.8956831831489638,-0.04460745110318799,0.39888420752789494,-0.06797032481150321,-0.13269970163870087,1.8207848250182568,0.07018374838462074,-2.095857399864878
Fail,-0.3540884579514766,-0.9189255792669966,1.6083291973679468,-1.4249356464151008,Math,0.8201894170532867,-0.29220052478263914,0.4747688298662517,0.5303538717855172,-0.52751005791278,-2.4175120946525444,0.6464210266238363,0.02677433386127688,0.07571901109936374
Fail,-0.16278719563845892,1.512689659427953,-0.5801781834629244,0.4356561809167331,Science,-0.9892707230913385,0.6803398247187337,-0.11670616937458383,0.3433886401662886,1.524230374884539,0.17608818118509767,-0.18777430334157597,-1.8053207842483316,-0.6294546825432275
Pass,-0.47500117483358084,0.12342051475993193,-0.9235313584151492,-0.03603381042468465,Science,-0.5990760228685561,0.01995896148051342,0.39331153665794205,-0.7696663360361033,1.264661138371761,0.5610902463027669,0.29846600238290144,0.20922303828760702,1.6866943544344943
Fail,0.13055121641553888,1.0667599672607595,0.17661008897413308,1.0904615463749672,Math,-1.494530372237514,1.5529522862473866,0.9405657670584654,0.6458995804143818,0.202392859534873,0.024969827841040414,-0.3768497376142558,-0.03192507211007387,1.1967382450780326
Fail,0.8061973908372835,0.3278299351263145,0.9081536011219267,0.5482251004167018,Science,0.618351404594127,0.11744346418425837,-0.3151062621825962,-0.1263185124964359,0.23843504277441308,0.24422403924121652,0.09965697307228581,-0.8814624435685111,1.0892500337741078
Pass,-0.6043665094775128,-0.9254332623015968,2.068572008730731,-1.0560872996381743,Math,0.5060182836463814,0.32133823071213374,0.8990844733990875,-0.43739455338072625,1.6923891583772215,-0.10516739431583412,1.6612434067701227,0.43992114004564864,-1.1612216379728146
Fail,-1.0985970122190682,-1.2206043374731808,0.739076141455271,0.9925522063266091,Science,-1.7496371373241406,-0.15620940732740257,-0.9482432977883449,1.2653988740874245,-1.16846151585134,-0.5244751899617529,-0.5671434446212209,-1.4875505117699563,-1.3243584449935604
Pass,-0.8580810124707018,-0.6763832229353375,0.7435384407453939,-2.028799089701424,Math,0.6463520051919175,-0.6209686069359259,-0.6691755593356252,-0.585994940106517,1.1187471530058317,0.19634279866833249,-1.5592526159529059,0.19315121659119364,-0.7607517415474714
Pass,0.9153545783022221,0.8213535211152081,0.0998661815739123,0.7590518638015007,Science,-1.553324336181007,-0.026000869695758995,0.4089721515085322,0.14985963674917357,0.599071152567911,-0.34431600711988886,1.1448659620202366,1.3065577286664258,1.4678095124139763
Fail,-1.3169446458395755,0.3298835599078056,0.9648559227243245,-0.5364727916474513,English,-0.46961043864283203,0.5338662893324665,0.784694141059819,-0.1564511590120902,0.3912218707820349,0.10824393070283068,1.4687119499825547,0.10748937391516278,-0.8604556289425705
Pass,-0.150650637483142,-0.6205914083573452,1.311385488517401,0.07862696654661572,English,1.0018357004307745,0.15037322250424637,0.5858918558760955,0.6849182613451099,0.6699605057332656,-0.34135997127257905,1.0537828081026903,0.6167795369816739,-0.13950111198391504
Fail,-0.0847649365694543,-1.541391433971092,0.5590573620212113,0.4674258964093105,Math,1.1858252392462125,-0.6834897221149787,-1.390105142010179,-1.4166538597194411,1.305024332089632,-0.7648675600646743,-0.7780033084377582,1.2930522524096781,0.17977384850047418
Fail,1.0949216441755623,-0.059429144968572566,0.25992546427519303,-1.0739384114625077,Math,1.1595556254684867,-0.7164792030528552,-0.28554119252786536,-0.6656056433969587,1.2852373760093085,0.0021606983652902394,-1.6406313044777299,0.3950139882534179,0.07627738117031638
Pass,-0.24624964821174694,0.5754452909735774,1.4829515621671894,-1.772176250497368,Math,0.11935846396219818,0.6621792825898457,0.024331404644567126,-0.3345466374267727,-0.7652481765236436,-0.5318031301221056,-1.2485149666557114,0.7966997760960367,1.1860405484258407
Fail,0.8252228185245074,-2.530417922807061,-0.5645538190272227,-0.0009946234800282793,English,-1.2900940074207323,-0.8593708161437376,-0.22919483962591697,-0.347305259318575,-0.5469445819680874,0.2567301887463633,1.0123847149038354,-0.7354751845758416,0.14004509701133944
Fail,0.8122814075137638,-1.070817238610349,-0.16840420021488517,0.46252653528315646,Math,-0.2594401696725848,1.4684077208566255,0.01900554919813185,-0.5256002053609465,-0.836735378817165,0.6550185206325633,1.0468256911956777,1.1926918618763367,0.3566709039391977
Fail,0.05338433249706998,0.8166260550578369,0.6446360016891897,-1.329230345364609,Science,-0.7917954596498731,-0.9707393425817873,1.3189539857095982,-0.7627417150734738,-1.9652440104526518,-0.12265744046961742,-1.1550944184048797,1.0676482387373267,0.4785694741365777
Fail,1.5256091632080842,0.7098471566108878,3.0552195793656,-0.18470353501469589,Math,0.9695129008172412,-0.3504696833798084,-0.011248240917830419,-0.529609341309378,-0.4809855733779977,-0.4213654806356709,-0.07372184933140526,0.26715889354102546,0.22966857281155253
Fail,0.9999563592417965,-0.8792255507669358,0.4965377654080564,1.3003506926597388,Math,0.1971992695332798,-0.5989787635637905,0.5461599738656638,-0.8384455198514734,0.6369929957831388,-0.6261584238602699,-0.9356805425233496,-0.31710616073854697,0.5107859078859639
Pass,-0.565221940528617,-0.8230603985342189,0.593076537161069,0.02008951508247749,English,0.49980487211675423,-2.6949442413315032,1.3087697453526899,0.4058959937406246,0.6997428946289737,0.014978906366777053,1.856068877982307,-0.249559935137504,0.9673203200675289
Pass,0.06255092502951572,-0.1387831096639065,0.6392239454179864,-0.7015723948419692,Science,0.06979633102467542,-0.31833187101230015,-1.1662217627848714,0.25834927216047304,1.0122549731674653,1.6202850393547246,-1.1176208230800007,-0.5642968680089967,0.9469350503008089
Pass,0.25074417791413,1.483600032459521,0.03071314963448024,0.998460595206906,English,-0.07757113851150121,0.31564950226995586,-0.3351203407866664,0.5789842086691694,1.920806201543893,2.019765146929577,-0.37449016346334785,-0.9742580366651135,-0.39227738496833403
Fail,0.9696276852065016,-0.6818745583446868,-0.5096169012285375,0.1916027782867495,Science,-1.238976536708685,-2.3670336638191927,0.07419101755447166,-0.12530560759582404,-1.109013511309357,0.6381947382718015,0.44765191105680197,0.3551639266985726,2.0091096106196633
Fail,-0.3404068774747308,-0.600450770722953,-1.086203686942471,-0.08875909854630973,Science,0.28549119225620884,1.989383132975238,0.9296549013996501,0.2855105952830558,-0.6739157870824567,-1.3677331512006639,1.3076662622649424,-0.1907189887796661,0.45403946275981866
Fail,1.35500031325946,0.17580711140447952,0.3989487081449246,1.0170055115360848,Science,-1.2053332197148077,0.45386661863280814,0.8241175344842753,-2.970639371062599,0.5176547807489604,0.7064153813609438,0.4040450647522368,-0.6495040794633359,-0.39603737547363405
Fail,0.4788251673328564,1.322065769738661,-0.6577910410097965,-0.9254743968512557,Math,-0.248683489118659,-2.010070032672589,-0.5291839327227108,-0.5205784599132159,-0.1449395339324648,-0.5917121320930836,-0.9728290347587613,-0.27700450012407457,1.9962856658169417
Pass,0.596813153033569,2.374136333777333,0.2286499157179057,-1.1615108108248755,Science,-0.5203687872324336,-0.26381747685360174,0.6118077177819274,-0.09322579071700984,-1.3160629065987406,0.7431612218108529,1.8248280472096636,0.14383015043594705,-0.902390985022886
Fail,1.673268956246882,0.6325589487328263,-1.3347572652739736,1.085439933772201,Math,-0.13862998201695279,-0.7374509822056953,0.7563149213475965,0.44620874367944346,-0.2307138344278754,0.423822410837269,-0.9780619051763464,-0.3148988341378226,-0.7724764244740969
Pass,0.3517261227291448,1.0087333834020173,0.6440177463126527,-0.4259062315474019,Science,0.5801208135528328,-0.4562807146037837,0.7271244993144832,0.6776407978961646,-0.9883844972983543,-0.7850719719023154,1.250660418485201,-0.019783517250291465,-1.460989248363578
Pass,-0.509750350781297,1.360503399973878,2.2579037033458316,-0.7270901007617611,English,-0.0994502605681864,-0.7908754299963107,1.0254974121744855,-0.0403321666073496,-1.2380685000112621,-0.1806521780546464,-0.5956376970083759,0.14551828130958053,-0.3680227502448085
Fail,3.7099468594525242,1.755670310126276,-0.6898264444556776,-1.0789148618723774,Math,-0.8587749030449002,-0.4576902560650578,-1.6725053998462909,0.5131545658361657,1.7973109698033307,0.8438293363296995,0.1671115769017284,0.24282114865768611,0.1873506738636798
Fail,0.6757223746180412,-0.03707146171399788,0.9056052982070703,0.8023923379070586,Math,0.15195842748320695,-2.0700837139901687,-1.0970287415036402,-0.28327824902255155,0.22780865525213304,-1.373236085841464,2.0055188020880967,1.9595126497080508,-0.4599020682298134
Fail,-0.6773732532048173,-0.45433930357607283,-0.214823028166187,0.41568282693505215,Science,-1.1884845919526799,-0.0285263639686183,0.3721548819368323,0.14740215833406406,-0.9223080900002596,0.7585476142771364,1.8500884386786218,-1.211522694844123,-0.4055298161719839
Pass,-0.9089212871179192,-0.793707302102127,-2.5219611665676647,-0.23594418651671398,Science,1.0526569577213036,1.3926943287714788,0.14379567394052523,-0.7443857152692912,0.9178923101828658,-0.00856139985743979,0.09088822236270261,0.12023333220298466,0.42336285998503004
Pass,-0.47988678961717246,1.8258003066520685,-1.1722971301440115,0.4785627574876284,English,1.2858050947085433,0.8636366652881968,1.3857635867478888,1.5393672631078446,-0.36577746855342713,-1.341709666033846,0.5873774808072879,0.3753740282102922,-1.0568468990110131
Pass,1.1918301860659894,-0.0035353100486968936,0.6104570444405423,0.36292356971184186,English,-0.7473839824543247,1.6554990397265292,0.48860599992307335,-0.1418103424855981,-0.5196229538105844,0.46766709712789967,-0.040504473955625175,-1.3462312985441045,-0.5625195311639059
Pass,-0.3371056740508776,1.0057117539243572,1.1077573939626693,-0.49603807326294147,English,0.19830441667883447,-1.2012367160770525,0.7656112939851185,-1.4084457106428627,-0.16086724365530938,-1.4962947591052373,-0.09583711337130996,-0.4655654812255474,-0.7855047436936385
Pass,0.020781192967356355,0.6925070703877743,0.7710457165920284,-1.0117966473734241,Math,0.26263152027410097,2.407200746210402,0.1569818502407146,-0.14123080602748414,0.5061447320342845,-0.8394035883488725,0.10751275232853275,-1.2638159776987552,0.6581551265213214
Pass,-0.9149320018765934,0.3239524852818292,1.3320302683963945,0.8278076574119012,Math,0.29544086220932264,0.9064278617515628,-2.0115347956026413,0.7418108995393256,0.049015329299850335,0.39025855817152194,-0.46792554196739466,-1.5950969520414235,-0.22291489264542785
Fail,-2.5692963231971295,-0.5660834167450833,1.0313090128540934,0.7829579711339049,English,-0.349625999913587,1.9190838292055863,-0.44996164515762355,-0.508430123626535,-0.15847582565875679,-0.874769841131352,-0.21449394270257394,-1.1244834622948179,-1.2669198383052591
Fail,0.025543075206701363,-1.467746832880556,-0.9533313715234796,0.9783030843351972,English,1.2287785789553094,-0.10626133435964771,2.0243142162472703,1.6324804589847486,-0.22916319547965971,-0.6991377298141009,1.1888982763120297,0.3485574430426335,-1.016497314376556
Fail,-1.2541647385342913,-1.9318203266637335,0.7873806903811231,-0.8301657856448624,English,0.960855644844288,0.29256325476878714,-0.17269525114669737,-0.1806108729194535,-0.8394158006061185,0.2418857414310902,1.6486359752514144,-1.149081813790866,0.484797389790929
Pass,-0.2889234785073402,-0.1685773774699052,0.2284497517725789,0.8044198084778967,,-1.3499215483541516,0.06767941368663706,0.4222153318692589,-1.040349668915291,0.7496698775719837,-0.7321175142916255,0.2838985563964675,-0.03541873015053564,0.7888960431888213
Pass,-1.0713764360663536,-0.4694224303430694,-0.78489301695428,-0.7642466277293486,Science,0.809778536424105,-2.0602559228556108,-1.3196394790027843,-0.23837589974703735,0.9945001279045415,-0.7796302581339987,1.6628447655762286,-1.4219645359591073,0.8312722014379905
Fail,-1.1337858089620156,-0.32465984627485406,1.323151330169061,1.432143676033268,English,0.288001206397921,1.0475534498819543,-0.6242001089042994,-1.4769892059174807,0.01978898196724678,-0.32943755949211223,0.1092777804915161,0.8788594018459925,-0.33019973595208324
Fail,0.8903086102871897,-0.18666178775143732,-0.6711380249309084,0.09907430511981395,English,0.8702195041301186,1.1297033429446195,-1.7190637195199234,0.5348165707567888,-0.8585623825901337,0.8218884803929857,0.9407594275610907,-0.6934468696686613,-0.35039738771083295
Pass,-0.5860364738972947,1.0282205608953872,0.9482840860219429,0.15251693353165846,Math,0.15697279254933721,0.1427946688477004,1.0540801291447732,0.8485300237256226,0.21777359909773955,-0.40096889987579504,-0.5899164521369309,-0.0533003121042101,1.3704327153576594
Pass,-0.5927799343552826,-0.7881090131428088,0.20527049847661066,-0.6827395766463108,Math,0.8952572666458132,1.9673552933226524,-0.745165749153686,1.0143079982391505,-0.7156914230255473,-1.0673282659569463,1.9432489797312686,0.3164897443094986,0.04465920596888685
Pass,-1.0342549985260876,0.035822556709286524,-0.2639039378651443,-0.7826772660222558,Math,0.2731278874022719,-1.4950008936949495,-1.3025162345374823,-0.6310061064976474,0.9691039206063645,1.1414007996737199,0.13035118426559522,1.0996661893605548,2.0750778654879665
Fail,-0.30655405390573953,0.5207096931050166,-0.5061130496156908,1.1285965252016967,Science,-0.8650480914519307,1.0514242714395687,1.1330171927635875,1.1540160145106302,0.4746422467192931,-0.5246365828820048,-2.557868314021514,0.3608563329453838,1.5314238386338201
Fail,-0.4425251015318706,-0.9085577649180716,-0.6234753561450717,0.4273130840767706,Math,-1.3127861849626867,-0.1625705630193757,0.5188572107019105,0.3415926147256571,-0.8763735937583074,0.792696326817561,0.18720698799866148,-2.2695886029855297,-1.4165469325465982
Pass,1.3958098578183182,-0.010842007614303317,-2.351414803438065,0.9923356526011391,Science,0.7867617363330934,-0.38538042527403554,1.1106103804056764,-0.9011063077059136,-0.7669690262444544,-1.2951184113638707,-0.5901900651814327,-0.1240498312332113,-0.9118574409279644
Fail,-1.3587048687523118,-0.08340465438326769,0.8483920752337063,1.1083672527630808,English,-1.520182304038487,-0.4801315491599901,-0.07356794474207859,-0.840263681516425,-0.0782790992105634,-0.012357459080278726,-0.9988656931615871,2.1371688114264837,-0.3018757915940232
Pass,0.02465093603746788,-0.4753081843486937,-0.7797691546750802,-0.8712871891764539,Math,0.8879328881913102,1.1528710686975574,-0.2383457670882532,-1.0730716916140266,0.03149688537338846,-0.36755041974404706,0.599775396630962,0.926261951111323,0.7936815334782005
Fail,-0.4789544626360164,-1.3991177557495755,0.8413668032400234,-1.0463640233569647,English,0.6714021904274913,-0.12033368122459663,1.9330547797769246,-0.2551790891638982,0.5262237259647424,-0.010704047924643677,-0.9622367477574321,0.2012955750441388,0.2246603893206163
Fail,-2.199512604363617,-0.2503555132615514,0.26365250513239236,0.040582551528174526,Science,0.7762581606855247,-2.1689586276447046,0.3397628321588288,0.7181830116192239,0.5764583655628884,1.7209378051233561,-0.8645990348532171,-0.6103309823533373,0.07772150730997895
