extracurricular_activities,prior_knowledge,homework_completion,health_status,study_group,access_to_resources,attendance,Performance,Subject_22,family_support,online_resources,textbook_quality,tutoring,participation,study_hours
1.2364887720454665,-1.812057822596045,-1.2030243720901979,0.31907629292678785,0.018292422518958795,-1.7177419197438302,-0.5132909138251527,Pass,Math,1.7222968337402105,0.26807237305452075,2.798966533472011,0.6644295384922553,-1.4924809531759513,0.2710504148909445
-0.35939658523056417,-0.8494098141198411,0.21142214730888462,-1.258955699355274,-0.617926625966873,0.45002789328344406,0.42630202697861763,Pass,Math,-0.8491975174655263,1.2337145803740568,0.3058098772542501,0.09776258134500777,0.1890613438518329,0.20276584721265617
-0.8238063500775308,-0.35026980520801687,-0.08719997512494529,-1.8823512778758205,-0.0367764224018989,0.9488772569377019,-0.6344453267408698,Fail,Science,0.15860470622691342,-0.8031163539946901,0.2935437601830031,0.6026569793619679,0.6549981887628794,0.8540789157316708
-0.7249684873858292,1.0461248811392052,0.316889449046746,1.2581831185537184,-1.3538297771121066,-0.6265153461475726,-0.6377196374518568,Fail,Math,-0.25215791339589994,0.7255798642294528,-0.9895903995460863,-0.9337955324258039,-0.8594606557158547,0.9360118586051924
-0.23000860104156645,1.1718156042888992,-0.08547440331879859,-0.09737908726124851,-0.5037428754574014,1.399510041622802,0.2891992541525836,Fail,Science,1.152042967719889,-1.2683160043905934,-0.5915225655648028,-0.09997728992396432,0.12810216817042674,-0.9674270453424192
-0.7338654428965319,-0.37689469530687064,1.9389345978280297,1.2630565664481712,1.2610071379220453,1.860212975277586,0.672758208660401,Pass,Math,-0.23152464614452956,0.8713349255567738,-0.5441699409938934,-0.6861002683524752,1.3120563623951258,2.149291500982107
-1.0623517732295296,-0.949638259339029,-0.9124089239794642,0.2531088108091811,0.09109698214522825,1.09936422404715,-0.9067836321314605,Pass,Math,1.5538313772555998,1.7408792888904243,-0.07492935578894111,0.5536963415117885,0.9346451975369254,-0.9772380928608324
-0.34635709240361195,-0.9945855248906023,-1.1172147677552957,-1.0912679903429467,-0.8924234651754207,1.3394149144130334,1.545458614592156,Pass,English,-0.5968040521793795,1.2775506205032197,1.0275516326431573,-1.027854712643622,-1.8634878392751004,-0.23618855317846257
0.15526345087961346,1.5616155905125755,0.42594276277293586,0.3283170438491702,-2.4246858830704885,3.4730196708406202,-1.1157527715798659,Pass,Math,-1.7520083171166276,0.07217031975596278,0.6742510684726966,1.0067388675293278,-1.285233483128937,0.6535055445487814
1.4057249654738848,0.15311526877775228,0.9260617975810219,-1.342528028977247,2.3242701604908698,0.8771192613300796,0.5248503660339092,Pass,English,0.0037815872702209275,0.5819550872521488,1.2154541785101092,-2.210724826332082,0.07708982285632712,0.24120793792996267
-1.2168563607490106,1.7005103269514659,0.3032419260532458,0.1778094399990672,0.266914298481362,0.2559197977663421,1.3823824506847182,Pass,Science,-1.7740388572804529,-0.7313198631433444,1.0783456659561428,0.02026025606479454,-0.6762375169377538,1.181175757878614
-0.2731376074589293,0.6460839436017827,0.6234346169007959,-1.24440489809722,-0.49521711991511386,0.21092050274210225,0.053256555799576,Fail,English,-0.8431852611942323,2.0076881863481866,0.3609611250310156,-0.09771311475057684,0.9042588535685226,0.2002763923202207
-0.18270618083523138,0.2884532247449079,0.287768536105959,1.390371005052954,1.8515286098224597,0.44184048547448596,-0.7903318628204014,Pass,Math,0.03448491717887036,1.511285481519466,0.4435411564861581,0.7061878886801382,-0.18897373384676802,0.010750184928382452
-0.2707063087986868,0.5625460548443572,-0.2699632321866759,-0.5254796418314966,0.5151551236394829,0.049189201115193426,1.15894662541355,Pass,Science,-1.3392757057928764,-0.6730189470265271,0.7885172260431608,-0.7908206199939157,-0.16948094789773044,1.0236611188512847
-0.4101230413243592,0.3597298901001907,-0.28536008252044437,0.8019513653228212,0.45215824174403785,1.6583387328481258,1.2148085334253198,Fail,English,0.14238118288297943,-0.6592068452703552,0.6532620709281514,0.6264768879333098,0.3163331697515019,-1.6147426283403405
-0.7049703446460313,-0.4029321632765744,-0.12375698352267978,-1.4101932495446985,1.288075937232528,0.23169934765623845,-1.2227185642969427,Pass,Math,-0.3774594143985703,0.7480017186268587,-0.5249105672361731,-0.8275471195590163,-0.6045949495636649,-0.13492642706530658
-0.1575053772673967,-1.2320997653506365,-0.9358782699602021,0.7828519659703131,0.3161575559313146,0.9675866680676957,-1.5526860134860858,Pass,Science,-0.9311990312043806,-0.03221996682069972,1.2319848094113537,-1.4362566306504707,-1.2921345871020842,-3.777918807609826
0.11395464772429233,-1.2531689234318826,-1.5455267442445086,0.15331218170540362,-1.5573633724346687,0.011683714458867067,0.5906225764872741,Pass,Science,0.05558940301148805,-0.2543784448433799,1.4410006743908,0.03709207160979772,1.3319151003096417,1.024478639968699
-0.5391278870034378,0.47729689411950477,-1.511457175533458,-1.1788648885879431,0.7574085993951412,-0.8958958692327179,1.0402758402965129,Pass,Science,-0.3818798542638076,-0.8835764740143612,2.830170672640831,0.33857035538922414,-1.1262843150297084,-0.5456315409235087
0.8503104506917791,-1.1180317531289439,-0.3129876248353337,0.7296593945903784,0.5422699800285774,0.5251145890243951,0.7482320692572659,Pass,English,0.9398842401334342,0.3162956668306417,-0.7474531201822032,0.2324271724733946,-2.4068422800005176,0.3528077566174496
0.8199707868102512,-0.06422745308641156,0.4876935463242026,0.44456005317538283,-0.35805212897239413,1.6363328989199677,-0.17705230017801252,Pass,Science,1.8231707242004849,1.5210380660491782,-0.6527230169570686,1.3250463876388963,-0.4627731664876956,0.755680886615312
-1.7312490263878082,-0.32326458180280904,0.052608976585334095,-0.04958914589120968,0.5044505675957666,-0.8963566449187257,-0.5914902969355496,Fail,Science,-1.1722065394726409,1.2982781710535103,-0.07988559707747056,-0.8150304112628416,-0.6364548206364218,-0.3133351860429351
0.2588559946273424,-1.455159014180698,-1.4780697785805688,-0.634389622135296,-0.5927075797294824,0.04612836418611488,-0.2524259650913235,Fail,Math,-1.1461770540119436,-1.0169585169281694,-0.7057751405223006,-1.2539318372340222,1.0758494150851794,0.6681013794009819
-0.4854094531530684,-0.10693658529376243,-1.490187048857971,-0.6198228161420497,-0.014709654643808577,-1.2054427922925146,-0.11249622893248826,Pass,English,-1.6061050699016424,1.6880191827891795,1.6613105549890355,2.1291662797200637,-0.3662604904533898,-0.04021268195630885
-0.5180035816660225,-0.02410527914855795,-0.16673895297002625,-0.18595704328278,0.33549202224798585,1.1227981120550563,0.8650505483850198,Fail,Science,-2.0783040893351252,1.2173994430030952,-0.33893535980441086,-0.06902276653899311,0.8126893103879531,1.0561269012211953
0.20959151391792893,0.3404609128897176,-0.17728392620643044,0.3580609400599606,1.219416868654352,-0.13267084687739691,0.043932670427485505,Fail,English,-0.9054610436140437,1.0308248111817901,-1.8139993401675187,0.006035385543331982,1.1647333238959248,0.31651421855976475
-0.3450772904080817,0.591624617623432,-1.4246999333291124,0.7397473800085954,-1.2855012969794386,0.6948401596839026,0.019068861802899927,Fail,Math,-0.9948719563055172,0.5630947750047979,0.08476742964663421,1.5316924800133753,0.2363315836373728,-0.1306840251470913
-0.8192904299067454,-1.5325762012980366,-0.7834918589390922,-0.0941948297193073,0.4217589704152548,0.2058806860437432,-0.8622175809152434,Pass,English,-0.06662469586591291,1.2119778806352053,-1.1196427951696046,-0.9364715471473594,-0.6618529141082646,0.10695000740011089
0.2405072324171487,-1.0914152935693002,-1.3668927347974742,-0.40115048634917855,-2.1711529970928574,-0.8745343896684763,0.24283461887212224,Pass,English,1.1586955169142987,1.0604712162238354,0.3481693197519746,-0.14365824107192485,0.09276110301117692,-0.6040017351311848
-1.099022292070197,-1.6493114865157714,0.6103554550175064,2.280390846673865,0.7670943893322237,0.42943968981130654,1.7025236048185037,Fail,Science,-0.30712691598957753,1.2448469221661271,-0.5473742726716544,1.0004959725839075,-0.15791127793904833,0.20444495290748807
0.2864377973633155,0.07720638507794948,1.896754745027778,0.05869601681115947,-1.3786764425609161,-0.7813299079567624,0.2816198626114222,Pass,English,-0.29115221174750333,-0.11952776149453381,2.7997304709656006,0.3017739573413816,-0.7116230699888676,0.18449127155169295
-0.6515946473263438,-0.05097502519421879,0.5721028499333563,-0.7737862999877652,0.35638883563334417,0.3466503596154963,0.530663977103243,Pass,English,-0.3497901370743882,-1.260471488841104,1.0013692793839548,0.6863350287260488,0.3588754754687566,-0.8339175215499628
0.47553963880544137,-0.18367128658359863,2.1483571665765355,3.027839473733587,0.7595179752993797,-0.8860295180587434,0.11706047096481485,Pass,English,1.442647110507454,0.1752415219659716,0.9917226015297818,0.5036551927091742,0.747737468705378,0.28822826661807804
-0.20517072325616262,-0.07535747126331536,0.3321570417310154,-0.7068270623439923,0.3377585494740332,-0.47039036461070904,-1.259971418048627,Pass,Math,0.7817335919412309,2.185167542167618,-0.10172266635619909,-0.1519048873547777,1.1143226813259122,-0.9676720260047841
-0.6413670256658405,0.47655369404987713,-2.1745336294075464,-0.034157278366858466,-2.369958351828023,-0.5305764551530696,0.7821128091452136,Pass,Math,-1.8540000245065604,1.3369150005852295,1.1112394356240545,1.8897862351274781,-0.17367688977863507,0.3955610981988812
-0.5484810923047361,-0.36411762858841973,-0.0526274207039139,-2.2414809961720112,0.5896091636667194,-0.7803038327225802,0.8654145619759797,Pass,English,-0.9440758644710621,1.5121653109548534,1.6590164009999173,0.7382317417167523,-0.5528824325986488,-0.6258825727762907
-1.9846435799355733,-1.975939150095567,0.48220436082779095,0.7095232896758589,-0.5702877024692886,0.7274331591286606,-0.7076652710045862,Pass,Math,-0.9884968737375426,-0.36811941528863656,-1.5871938900190168,-0.0203348269279058,-0.17200968586869986,0.6440759328314646
-1.432803334190442,0.4288960389940209,-1.0042825844124774,1.3691911931532281,-0.37535032806189694,0.02683096569297888,0.733659783300016,Pass,Science,-0.9128335333229802,0.16516905733255954,-1.160966696554214,0.5468730485385254,-1.3413685981611707,0.024121986123536228
-0.9410867607493695,-1.246733905891115,-1.0965604617399276,0.10671028834896529,1.2099246837278594,0.6048452405373074,1.0399722282945665,Fail,English,-0.2821772672313283,-1.9391884465657319,0.9876844620166986,0.2935976354311711,1.4663601256389307,-0.592569155975351
-0.24680369821505918,-1.1699833003094497,-0.4751725081808331,1.2032639610403768,-1.9154955719362687,-0.4897556743172662,0.35911933497719145,Pass,Math,0.932880444479689,-0.37065052363329165,1.6918415049686446,1.2180824293650232,1.0179831219186466,0.9807087728453779
-1.069130380338304,-0.14670839228526308,-0.7196399367135685,2.0999659562590693,1.2956999833869098,1.192695407008447,0.6241395195107131,Fail,Science,-1.0317378799181212,-1.430345809749913,0.9523038167718939,0.26382310250167845,0.5679507093119861,-0.6767021961881778
-0.4604254739163788,-1.6223600903866995,-0.15200153144617629,0.7988891039796662,2.091578591336461,0.13418808768226714,0.8285275856311055,Pass,English,-0.9819969441475869,0.8322076680716783,0.79651170629135,0.41597841519068285,0.4812420609529503,0.7200919561315524
-0.42408185700723466,-0.38222833375112475,0.05142393985860667,-2.0548028882925387,1.9327463408589607,0.9085717120557169,1.2545815205029305,Pass,English,-0.78745435936183,0.5337540228532157,1.2686500550071804,-1.6900961190227177,-0.9236723905319485,-0.47238509649498295
0.246141899416969,-1.0706563109240537,1.6689878620066534,-0.37441471156990364,0.15646526839429062,-0.2340729202107238,-1.5167439777551428,Pass,Math,0.8463375728109881,0.021818668083920467,2.1606116874583856,-0.02440526533490878,-1.0179418294958804,1.214699898829779
-0.2803514330795515,,1.163810861621117,-0.07041649643839289,0.6228187919592262,1.3120125588865101,-0.5518254442396041,Fail,Math,-0.9986611246171876,1.1964149529055736,-0.6183251512904173,-0.8064346540941202,-0.7729031513681246,-1.1918001924288553
0.30451361484298933,-1.091219616418832,0.4435041953860639,1.1612735585218312,1.2905308837744844,1.141499904577742,-1.2651761597921514,Pass,Math,-0.05569312745404823,0.29952057912461294,0.8271756963598951,-0.6793546489910529,-0.2873679031121527,-1.066662833609087
0.5188901814812538,0.1883644482604124,-0.40340149899768435,-0.21568917837600252,0.18429124917187525,0.09323000365587608,1.1368644052649204,Pass,Science,-1.8394410444406992,-0.07848616124181618,1.1034288417737228,-0.9360272835410752,1.3046601066525516,0.00047802342711655474
-0.3284766664225284,0.64027730184131,0.4591911011801694,0.31627612333831895,-0.12032833879275286,-1.0023306345234846,0.12311279558129974,Pass,Science,-0.048672401415162804,-0.06984590078776542,0.8095186297772902,-0.920975326224629,-1.0433703730865247,1.4522770922131751
-0.27914350781142455,-1.6424467508545106,-0.5455237429651977,-0.2520253859333887,-0.4706950248386134,1.8856115515235583,-1.0312158138182428,Pass,Science,0.10227287290804779,0.8725886457944068,0.2708495762095007,-0.05703655740862542,-0.3370459052926968,-0.2786585321025207
-1.4123164771065957,1.121966280003981,0.5709116561033973,0.936695722012708,0.6566280982899799,-0.050030847762901856,-1.1809579466326992,Fail,English,0.03517658391861067,0.5598872743344065,-0.7701712642620432,0.21574510938864272,1.4705670567802525,1.0705338053218834
-0.80412559957329,-0.7000521102974959,0.47785944180720463,0.17654157415821314,-0.5551451859730631,-0.8611608921957589,0.2805709930406592,Fail,English,0.852920255467261,0.834744497950031,-0.3835428610910967,-0.4866322971993849,-0.6627828535647167,-0.2764414800164226
2.293074676248751,-0.5856287642043496,-0.7920189625816371,1.1395405170947122,2.041403946620187,-1.3456053521477789,0.6015026171636906,Pass,Math,-0.5614623732955223,1.3602380612939289,0.538914671926966,1.5891820669658887,0.6516970970336076,1.395150032265587
-1.3109615896971722,-0.16052907051033835,-1.4607254355739954,-0.6901765866000068,2.005203567018315,0.08632178019891337,-0.03177669992017944,Fail,Math,2.4005138038281126,-0.40280638414565423,0.8653756493058146,-0.9678712074725385,-0.8792011691705656,-0.5676407652376094
0.06130422269797039,1.036522657981603,2.212211103920573,-0.06818542600134476,0.34886529323242044,2.2008282602665545,0.6633120828172822,Pass,Math,-1.5079787792656465,-1.3510600885046524,-0.9597413506747632,-0.2282261870412176,1.7797723591417796,0.5658864928100156
0.1768861055940488,-0.6497412154670843,-0.9008144219227846,1.3639483648896333,0.7386735338328543,1.1601178282277855,0.8411551198186178,Pass,Science,-0.3781123515183706,1.5056776219864407,2.8036308675603308,-0.35935372858023285,-0.4570070851914017,-0.7317426192553556
1.5221601633177386,1.6016134223313534,1.1484648904688837,1.0173848908898957,1.5510144957229102,-0.7223772520905143,-1.3343506802123635,Fail,English,2.4796274696805445,0.9354169146026771,-1.6662240906239891,2.035358190987096,0.5724998313134004,-0.4970742442833469
-0.35440611276881145,0.5682031679611462,1.3264213171835422,-0.7740188082310441,-0.42135801762160274,-0.6840837430829332,-0.5312558299125889,Pass,English,0.6910389673416224,0.9557009304708529,0.8533404560521058,-0.07967687008743628,0.5628044697009319,0.04934973973875358
-0.060798145240006755,1.7222104483966898,0.7100470463553731,0.06871725315053416,-2.206574726163715,0.35951220629143055,0.7745023402468119,Pass,English,1.357059303123183,2.0492252648577796,-0.0024814580512917406,0.09216450515136419,1.1105113666442656,-0.0590804234509231
1.1054995898291673,0.1400352469016047,1.1697211534893204,-0.031813385647250496,-1.9113133443280907,-0.6729898869568067,0.07443595687018265,Pass,Math,-0.8438506586904234,1.137956298295535,-0.5439128586577684,-0.6679232200830946,-0.6875385254772653,-0.4324690522141235
-1.171202531660352,0.7151309572407037,-0.1807949600281909,-0.923042615819226,1.5445143952167786,0.4020988021072486,-2.014735519322077,Fail,Math,0.3154213769810066,-0.781096676579128,0.6015655978075432,-1.3379436822191795,0.08410700727955815,1.0805179120700081
-0.5257603185453793,-0.5430570687682823,-0.255772563098449,2.1829277433269607,-1.361291301620086,0.5876570165502181,1.021592903401688,Fail,Science,-1.0290847385698327,-1.3206106746562598,-1.1348231622898373,0.18802043879128985,-0.2682666014939604,0.33137134876975444
1.0098871293376797,0.5331846695761884,-0.09259656083513947,0.14681912017132226,-0.5051909799794139,1.8880233498229628,-0.29848696260570035,Pass,Science,-0.492352051241259,0.21823028349712537,3.034677059507397,0.8802536994932056,-1.1042319222903234,0.17424846480202885
-0.3671160411062514,0.35684721706431355,0.8997394476267271,-0.3319797136394701,0.7075477906004818,-1.2629629063157493,-0.7090456419568406,Fail,English,0.2504706742952937,1.5735484605983259,0.7146321928550942,-0.8270272040098131,1.0213939741474538,-0.9118856327801551
-0.2355093934269527,0.6107915270682249,-0.0735436602686971,-0.8205132697040929,0.18696838871870247,-0.7549934535127895,1.5504061386574377,Fail,English,-0.3754745882737908,-2.056284501733302,-0.2809614006529355,1.0300495171804016,-0.9272786808333059,1.2822760886650855
-1.6051971676027803,-0.5325417790136384,0.24287988444107522,-1.018374604772829,1.1687228999469605,-0.6355000400599999,-0.2253968862005906,Fail,Math,-0.002286720013112345,1.0476756653656725,2.293939415335818,0.9546174057560445,-1.757767500169762,-0.37848125498092755
-0.38664621668656696,0.11385511108123243,0.3026565080901703,-0.5411147711303618,-1.732988100609915,-1.6567580145903051,-0.6612527492491257,Fail,English,-0.7278537773007754,-1.0836945053737572,0.7308452859521828,-0.016589245099432492,-0.27736424420014993,-0.5531258034378922
-1.023664032004885,-0.46741495052048926,0.13459140597674774,0.34955607950153844,-0.9314487655151037,0.9829088311196077,-0.5087234608667305,Pass,Math,0.4760559407976215,-0.09484229067279182,0.015015448058898984,1.0702667565463027,-0.39345185432224317,1.6230328251838382
-0.28567242791289116,-0.8852553031501528,1.3766668631019332,0.44737121643945815,0.36445962778210156,0.4690020443370192,0.25880191239629613,Pass,Science,-0.46151094404931736,-0.07955309177254999,-0.2718904069793019,-0.02283706819561007,-1.155409316049378,0.9145002145506685
-0.988470897899138,-0.7905139667415682,-0.08151970348221585,-1.9045897409280306,0.35585257996112946,2.337921765477647,-0.580826315769424,Pass,Science,2.2892528616328374,1.0636909536505095,-0.1283971579569373,1.1467298198064266,1.0303712332989787,1.3216033962919869
-1.0881037236770785,-1.1179905613909,-0.37102707905243915,0.5296382090096807,-0.4895823495474756,0.9310820394186309,0.8209849861581965,Pass,Math,1.162181394657998,0.4091066540637041,2.2287293178058514,0.3097876104996713,0.14225017710465782,-0.8492701004860955
-0.23034331150307286,-0.3534205686342277,0.16649176042249672,0.9300164378225273,0.16758444689226298,-1.1856165760168462,0.7048722288461337,Fail,English,0.2920317776368318,-0.4650809536218026,-0.7305884717975462,2.2567314410220236,-1.6385938215401312,-1.4637806105147297
-0.8998534783709868,0.39942508418978934,-1.388161867094692,-1.9293956795992024,-0.5487349183087905,-1.1262749766196445,-0.35854944920775805,Pass,Math,-0.3681580751124482,0.6263085727014511,0.12029522995382957,-0.06975173959518177,0.015835108223197933,0.8490334902267564
-0.3322224848105612,0.21215969947810356,1.491528036763255,0.6331243935978752,-1.1443788162220172,-1.2294706448825756,0.12672133542923175,Fail,Math,-0.29940092346430697,0.8706774262038908,-0.3278313392456078,0.3882198913197734,-1.7285728226928254,1.0364953605109293
-2.2467750908913096,-0.3376735620230565,1.2015744548980727,-1.2699566805020481,-1.6281210396321086,1.023201847944876,-0.24509401672276201,Fail,Math,0.5397773775829614,1.5056276400122548,1.1696775813680433,2.1381916466610127,-1.4474377260131819,0.36066750140629206
-1.1658082611381433,-0.19764996113723685,1.3086671292502026,-0.43680181155702485,2.180541411058187,0.5315817279990767,0.10023573825995129,Fail,Science,-0.6085419128555511,0.4110649702894991,-0.4181286670338441,0.6799138165792573,0.570213003807491,-0.27061264745919084
-0.9015468409569577,-0.04874394449262933,-0.688411241315921,-0.5103304089618924,-1.777840292012487,-0.7017309690157618,-3.3285500443873017,Pass,English,0.9861625087925491,-0.14853786877266206,0.0352579395337832,0.039217842406568136,0.003424478730722174,-0.10907969688942627
0.020343391300276504,0.34734313619806395,-0.9284126560760658,-0.22987609275673462,1.075827147740526,-1.2837270112408485,-0.17052472299017035,Fail,Math,0.12657323442964274,-0.3953231638482374,1.6689193818288894,-1.0489017555820905,-0.30156483715493115,0.0761471415520312
0.5685325219798789,0.506712397078025,1.0195756754255334,-1.8708640147629463,-0.4271757744260041,1.6175667453291764,0.7057872249868274,Pass,English,-0.5813853493296575,0.19968651097925533,1.6878897160487094,0.19250959184973176,1.0132782371505953,0.6583987183658965
0.3193441900067895,0.11418641776418785,1.2131013179471224,-0.19276368941336705,2.111236701587862,0.6686430012627054,0.730489845813312,Pass,Science,1.5104278824128559,1.4322123138278708,-0.14323135256857322,0.635180957938565,-0.3474928191400552,0.8461013660315124
-2.075604858147768,-0.28643381969798215,-0.5662829231712587,-0.7148738908273534,0.5335724123994631,-1.6507198004298098,1.1085005747564174,Fail,Math,1.120306612308878,0.7911543935475641,1.3201139512394087,-0.49012838067201026,-0.3288378861193289,-2.891791424429051
-0.6564388296454118,-0.12169861587779388,0.29513213704180485,1.052498395847607,0.39946220849344183,-0.15329717020503328,-0.13233515967433512,Fail,English,0.27052024136294217,1.2373479940635081,0.8689913899468003,-0.2764164953932541,-0.2240631416488134,0.19815554648527273
0.028150036042188936,-1.5230136483121144,0.10563629865079213,-0.68932879315778,0.33375281122528067,-0.07470530857956426,-1.9644226341142053,Pass,English,-2.2046214425395467,-0.57614319456001,-0.5665247485097336,-0.34672361620109876,0.24215779063132678,0.16237155361658018
0.3853193790235666,-2.0464916976293277,0.6697315214927404,-1.1279484768907213,-0.18378395607625306,1.5850988235223133,-0.15207450284958976,Pass,Math,1.5830148744959665,0.7890608368108017,-1.7139283976524178,-0.6914049726552297,0.8176478827957485,-0.07065082465367367
-0.6814284248052891,-0.6221263319295834,0.29836634679112056,-0.4848762437516214,0.463062880166699,1.7911701351132907,-0.9981405165184634,Pass,Math,1.105146220976103,-0.6567781975648794,0.1860624564186158,-0.6166432840804612,0.899338915624081,0.1305613878538269
-0.6794872936680707,-0.4305184192716407,0.5840220611440288,0.9711360417159003,1.2667353531219863,1.2991809122542697,-0.9327747789215219,Pass,English,0.6919970648534636,0.6460024132370175,1.8735608987769938,-0.32129548827990617,1.6133026902467813,2.30237588472613
0.6329765414047928,-0.8712565065979652,0.6813708353940793,0.4486786966431441,0.29799918233178996,-0.42826211850908785,-0.24275363950505996,Fail,English,0.6366950054931848,0.8313586290099084,-0.592233981463259,-1.206572655507689,-2.7654943064429744,0.7781489751428166
-0.035637461757740414,0.597097895717266,0.27421614655103055,1.0451671565744767,-0.9131953638840616,-1.4650316989330503,0.7147374040552522,Pass,Math,0.764915194676998,0.5563600986441339,0.08233606657700343,-0.8306011803483296,-0.3320720318393909,-1.584442768594666
0.05551652687059553,-1.129599485118047,0.7174149308622623,0.6368485426786131,-0.7803601445252799,-0.17602231044869543,-1.355438017537723,Pass,English,-0.058593136533790585,-0.4903004399866103,-0.862636233510846,0.35846445029069773,-1.7696890778332233,1.5729177473453761
-1.341963025407466,1.1954178436447849,0.24289111428705912,0.17953884150901034,0.36363071346466197,0.7484690935465019,-0.26937461395142637,Pass,Math,-0.07547336999146456,0.5576032270406895,0.1942465556206065,-1.5747595665148493,-0.4197990848767505,-0.19966801525167155
0.35490047226427923,0.3140792564401958,1.0381932061338228,0.8266087363134863,-0.11799456627544906,0.3571930473876725,0.6862928853969793,Fail,Science,-0.24197160267904008,-0.7529887132745654,-0.49384027522835666,0.024880817411564962,1.458797754510242,-1.0862463464103613
